,ticker,ceo,website,industry_category,industry_group,sec_filings
160,ARCB,Judy R. McReynolds,www.arcb.com,Transportation,Trucking,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARCB&owner=exclude&action=getcompany
161,ARCH,John W. Eaves,www.archcoal.com,Metals & Mining,Industrial Metals & Minerals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARCH&owner=exclude&action=getcompany
162,ARE,Joel S. Marcus,www.are.com,Real Estate,REIT - Office,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARE&owner=exclude&action=getcompany
163,ARES,Antony Peter Ressler,www.aresmgmt.com,Financial Services,Asset Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARES&owner=exclude&action=getcompany
164,ARGO,Mark E. Watson,www.argolimited.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARGO&owner=exclude&action=getcompany
165,ARI,Stuart A. Rothstein,www.apolloreit.com,Real Estate,REIT - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARI&owner=exclude&action=getcompany
166,ARLP,Joseph W. Craft,www.arlp.com,Metals & Mining,Industrial Metals & Minerals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARLP&owner=exclude&action=getcompany
167,ARMK,Eric J. Foss,www.aramark.com,Leisure,Specialty Eateries,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARMK&owner=exclude&action=getcompany
168,ARNA,Amit D. Munshi,www.arenapharm.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARNA&owner=exclude&action=getcompany
169,ARNC,David Peter Hess,www.arconic.com,Metals & Mining,Aluminum,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARNC&owner=exclude&action=getcompany
170,AROC,D. Bradley Childers,www.archrock.com,Energy,Oil & Gas Pipelines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AROC&owner=exclude&action=getcompany
171,AROW,Tom Murphy,www.arrowfinancial.com,Banking,Regional - Northeast Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AROW&owner=exclude&action=getcompany
172,ARR,Scott J. Ulm,www.armourreit.com,Real Estate,REIT - Residential,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARR&owner=exclude&action=getcompany
173,ARRY,Ron Squarer,www.arraybiopharma.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARRY&owner=exclude&action=getcompany
174,ARW,Michael J. Long,www.arrow.com,Wholesale,Electronics Wholesale,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARW&owner=exclude&action=getcompany
175,ARWR,Christopher Richard Anzalone,www.arrowheadpharma.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARWR&owner=exclude&action=getcompany
176,ASB,Phil Flynn,www.associatedbank.com,Banking,Regional - Midwest Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ASB&owner=exclude&action=getcompany
177,ASGN,Peter T. Dameris,www.onassignment.com,Diversified Services,Staffing & Outsourcing Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ASGN&owner=exclude&action=getcompany
178,ASH,William A. Wulfsohn,www.ashland.com,Chemicals,Chemicals - Major Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ASH&owner=exclude&action=getcompany
179,ASIX,Erin N. Kane,nm,Chemicals,Chemicals - Major Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ASIX&owner=exclude&action=getcompany
180,ASNA,David R. Jaffe,www.ascenaretail.com,Retail,Apparel Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ASNA&owner=exclude&action=getcompany
181,ASPS,William B. Shepro,www.altisource.com,Diversified Services,Business Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ASPS&owner=exclude&action=getcompany
182,ASTE,Benjamin G. Brock,www.astecindustries.com,Manufacturing,Farm & Construction Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ASTE&owner=exclude&action=getcompany
183,ATGE,Lisa W. Wardell,www.devryeducationgroup.com,Diversified Services,Education & Training Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATGE&owner=exclude&action=getcompany
184,ATI,Richard J. Harshman,www.alleghenytechnologies.com,Manufacturing,Metal Fabrication,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATI&owner=exclude&action=getcompany
185,ATKR,John Patrick Williamson,www.atkore.com,Manufacturing,Industrial Electrical Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATKR&owner=exclude&action=getcompany
186,ATNI,Michael T. Prior,www.atni.com,Telecommunications,Telecom Services - Domestic,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATNI&owner=exclude&action=getcompany
187,ATNX,nm,nm,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATNX&owner=exclude&action=getcompany
188,ATO,Kim R. Cocklin,www.atmosenergy.com,Utilities,Gas Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATO&owner=exclude&action=getcompany
189,ATR,Stephan B. Tanda,www.aptar.com,Consumer NonDurables,Packaging & Containers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATR&owner=exclude&action=getcompany
190,ATRA,Issac E. Ciechanover,www.atarabio.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATRA&owner=exclude&action=getcompany
191,ATRC,Michael H. Carrel,www.atricure.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATRC&owner=exclude&action=getcompany
192,ATRI,David A. Battat,www.atrioncorp.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATRI&owner=exclude&action=getcompany
193,ATRS,Robert F. Apple,www.antarespharma.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATRS&owner=exclude&action=getcompany
194,ATSG,Joe Hete,www.atsginc.com,Transportation,Air Delivery & Freight Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATSG&owner=exclude&action=getcompany
195,ATU,Randal Wayne Baker,www.actuant.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATU&owner=exclude&action=getcompany
196,ATUS,nm,nm,Media,CATV Systems,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATUS&owner=exclude&action=getcompany
197,ATVI,Robert A. Kotick,www.activisionblizzard.com,Computer Software & Services,Multimedia & Graphics Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATVI&owner=exclude&action=getcompany
198,AVA,Scott L. Morris,www.avistacorp.com,Utilities,Diversified Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVA&owner=exclude&action=getcompany
199,AVAV,Wahid Nawabi,www.avinc.com,Aerospace/Defense,Aerospace/Defense Products & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVAV&owner=exclude&action=getcompany
200,AVB,Timothy J. Naughton,www.avaloncommunities.com,Real Estate,REIT - Residential,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVB&owner=exclude&action=getcompany
201,AVD,Eric Glenn Wintemute,www.american-vanguard.com,Chemicals,Agricultural Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVD&owner=exclude&action=getcompany
202,AVGO,Hock E. Tan,https://www.broadcom.com/,Electronics,Semiconductor - Broad Line,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVGO&owner=exclude&action=getcompany
203,AVNS,Robert E. Abernathy,www.halyardhealth.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVNS&owner=exclude&action=getcompany
204,AVP,Sherilyn S. McCoy,www.avoncompany.com,Consumer NonDurables,Personal Products,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVP&owner=exclude&action=getcompany
205,AVT,Bill Joseph Amelio,www.avnet.com,Wholesale,Electronics Wholesale,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVT&owner=exclude&action=getcompany
206,AVX,John Sarvis,www.avx.com,Electronics,Diversified Electronics,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVX&owner=exclude&action=getcompany
207,AVY,Mitchell R. Butier,www.averydennison.com,Consumer Durables,Business Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVY&owner=exclude&action=getcompany
208,AWI,Victor D. Grizzle,www.armstrong.com,Materials & Construction,General Building Materials,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AWI&owner=exclude&action=getcompany
209,AWK,Susan N. Story,www.amwater.com,Utilities,Water Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AWK&owner=exclude&action=getcompany
210,AWR,Robert J. Sprowls,www.aswater.com,Utilities,Water Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AWR&owner=exclude&action=getcompany
211,AX,Gregory Garrabrants,www.bofiholding.com,Banking,Savings & Loans,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AX&owner=exclude&action=getcompany
212,AXDX,Lawrence L. Mehren,www.acceleratediagnostics.com,Health Services,Medical Laboratories & Research,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AXDX&owner=exclude&action=getcompany
213,AXE,Robert J. Eck,www.anixter.com,Wholesale,Industrial Equipment Wholesale,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AXE&owner=exclude&action=getcompany
214,AXGN,Karen L. Zaderej,www.axogeninc.com,Health Services,Medical Appliances & Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AXGN&owner=exclude&action=getcompany
215,AXL,David C. Dauch,www.aam.com,Automotive,Auto Parts,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AXL&owner=exclude&action=getcompany
216,AXP,Kenneth Irvine Chenault,www.americanexpress.com,Financial Services,Credit Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AXP&owner=exclude&action=getcompany
217,AXS,Albert A. Benchimol,www.axis.bm,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AXS&owner=exclude&action=getcompany
218,AXTA,Charles W. Shaver,www.axaltacoatingsystems.com,Chemicals,Specialty Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AXTA&owner=exclude&action=getcompany
219,AYI,Vernon J. Nagel,www.acuitybrands.com,Electronics,Diversified Electronics,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AYI&owner=exclude&action=getcompany
220,AYR,Ronald Wainshal,www.aircastle.com,Diversified Services,Rental & Leasing Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AYR&owner=exclude&action=getcompany
221,AYX,Dean Stoecker,https://www.alteryx.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AYX&owner=exclude&action=getcompany
222,AZO,William C. Rhodes,www.autozone.com,Retail,Auto Parts Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AZO&owner=exclude&action=getcompany
223,AZPN,Antonio J. Pietri,www.aspentech.com,Computer Software & Services,Business Software & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AZPN&owner=exclude&action=getcompany
224,AZZ,Thomas E. Ferguson,www.azz.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=AZZ&owner=exclude&action=getcompany
225,B,Patrick J. Dempsey,www.barnesgroupinc.com,Manufacturing,Industrial Equipment & Components,https://www.sec.gov/cgi-bin/browse-edgar?CIK=B&owner=exclude&action=getcompany
226,BA,Dennis A. Muilenburg,www.boeing.com,Aerospace/Defense,Aerospace/Defense Products & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BA&owner=exclude&action=getcompany
227,BABY,James B. Hawkins,www.natus.com,Health Services,Medical Appliances & Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BABY&owner=exclude&action=getcompany
228,BAC,Brian T. Moynihan,www.bankofamerica.com,Banking,Money Center Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BAC&owner=exclude&action=getcompany
229,BAH,Horacio D. Rozanski,www.boozallen.com,Diversified Services,Management Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BAH&owner=exclude&action=getcompany
230,BANC,Hugh F. Boyle,www.bancofcal.com,Banking,Regional - Pacific Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BANC&owner=exclude&action=getcompany
231,BAND,N/A,N/A,nm,nm,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BAND&owner=exclude&action=getcompany
232,BANF,David E. Rainbolt,www.bancfirst.com,Banking,Regional - Southwest  Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BANF&owner=exclude&action=getcompany
233,BANR,Mark J. Grescovich,www.bannerbank.com,Banking,Regional - Mid-Atlantic Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BANR&owner=exclude&action=getcompany
234,BAX,Joe Almeida,www.baxter.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BAX&owner=exclude&action=getcompany
235,BBBY,Steven H. Temares,www.bedbathandbeyond.com,Retail,Home Furnishing Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BBBY&owner=exclude&action=getcompany
236,BBT,Kelly S. King,www.bbt.com,Banking,Regional - Southeast Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BBT&owner=exclude&action=getcompany
237,BBX,N/A,,Real Estate,Property Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BBX&owner=exclude&action=getcompany
238,BBY,Hubert Joly,www.bestbuy.com,Retail,Electronics Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BBY&owner=exclude&action=getcompany
239,BC,Mark D. Schwabero,www.brunswick.com,Consumer Durables,"Recreational Goods, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=BC&owner=exclude&action=getcompany
240,BCC,Thomas Kevin Corrick,www.bc.com,Materials & Construction,"Lumber, Wood Production",https://www.sec.gov/cgi-bin/browse-edgar?CIK=BCC&owner=exclude&action=getcompany
241,BCEI,Richard J. Carty,www.bonanzacrk.com,Energy,Independent Oil & Gas,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BCEI&owner=exclude&action=getcompany
242,BCO,Douglas Allen Pertz,www.brinkscompany.com,Diversified Services,Security & Protection Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BCO&owner=exclude&action=getcompany
243,BCOR,John S. Clendening,www.blucora.com,Internet,Internet Information Providers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BCOR&owner=exclude&action=getcompany
244,BCPC,Theodore L. Harris,www.balchem.com,Chemicals,Chemicals - Major Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BCPC&owner=exclude&action=getcompany
245,BCRX,Jon P. Stonehouse,www.biocryst.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BCRX&owner=exclude&action=getcompany
246,BDC,John S. Stroup,www.belden.com,Manufacturing,Industrial Electrical Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BDC&owner=exclude&action=getcompany
247,BDGE,Kevin M. O'Connor,www.bridgenb.com,Banking,Regional - Northeast Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BDGE&owner=exclude&action=getcompany
248,BDN,Gerard H. Sweeney,www.brandywinerealty.com,Real Estate,REIT - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BDN&owner=exclude&action=getcompany
249,BDX,Vincent A. Forlenza,www.bd.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BDX&owner=exclude&action=getcompany
250,BEAT,Joe Capper,www.biotelinc.com,Health Services,Medical Laboratories & Research,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BEAT&owner=exclude&action=getcompany
251,BECN,Paul M. Isabella,www.beaconroofingsupply.com,Materials & Construction,General Building Materials,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BECN&owner=exclude&action=getcompany
252,BEN,Gregory Eugene Johnson,www.franklinresources.com,Financial Services,Asset Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BEN&owner=exclude&action=getcompany
253,BERY,Thomas E. Salmon,www.berryglobal.com,Consumer NonDurables,Packaging & Containers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BERY&owner=exclude&action=getcompany
254,BF.A,Paul C. Varga,www.brown-forman.com,Food & Beverage,Beverages - Wineries & Distillers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BF.A&owner=exclude&action=getcompany
255,BFAM,David H. Lissy,www.brighthorizons.com,Diversified Services,Personal Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BFAM&owner=exclude&action=getcompany
256,BFS,Bernard Francis Saul,www.saulcenters.com,Real Estate,REIT - Retail,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BFS&owner=exclude&action=getcompany
257,BG,Soren W. Schroder,www.bunge.com,Food & Beverage,Farm Products,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BG&owner=exclude&action=getcompany
258,BGCP,Howard William Lutnick,www.bgcpartners.com,Financial Services,Investment Brokerage - National,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BGCP&owner=exclude&action=getcompany
259,BGG,Todd J. Teske,www.briggsandstratton.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BGG&owner=exclude&action=getcompany
260,BGNE,John V. Oyler,www.beigene.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BGNE&owner=exclude&action=getcompany
261,BGS,Robert C. Cantwell,www.bgfoods.com,Food & Beverage,Processed & Packaged Goods,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BGS&owner=exclude&action=getcompany
262,BHC,Joseph C. Papa,https://www.bauschhealth.com,Drugs,Drug Delivery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BHC&owner=exclude&action=getcompany
263,BHE,Paul J. Tufano,www.bench.com,Electronics,Printed Circuit Boards,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BHE&owner=exclude&action=getcompany
264,BHF,nm,nm,Insurance,Life Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BHF&owner=exclude&action=getcompany
265,BHGE,nm,nm,Energy,Oil & Gas Equipment & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BHGE&owner=exclude&action=getcompany
266,BHLB,Michael P. Daly,www.berkshirebank.com,Banking,Savings & Loans,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BHLB&owner=exclude&action=getcompany
267,BHVN,nm,nm,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BHVN&owner=exclude&action=getcompany
268,BID,Thomas S. Smith,www.sothebys.com,Specialty Retail,"Specialty Retail, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=BID&owner=exclude&action=getcompany
269,BIG,David J. Campisi,www.biglots.com,Retail,"Discount, Variety Stores",https://www.sec.gov/cgi-bin/browse-edgar?CIK=BIG&owner=exclude&action=getcompany
270,BIIB,Michel Vounatsos,www.biogen.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BIIB&owner=exclude&action=getcompany
271,BIO,Norman D. Schwartz,www.bio-rad.com,Health Services,Medical Laboratories & Research,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BIO&owner=exclude&action=getcompany
272,BJRI,Gregory A. Trojan,www.bjsrestaurants.com,Leisure,Restaurants,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BJRI&owner=exclude&action=getcompany
273,BK,Gerald L. Hassell,www.bnymellon.com,Financial Services,Asset Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BK&owner=exclude&action=getcompany
274,BKD,Thomas Andrew Smith,www.brookdale.com,Health Services,Long-Term Care Facilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BKD&owner=exclude&action=getcompany
275,BKE,Dennis H. Nelson,www.buckle.com,Retail,Apparel Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BKE&owner=exclude&action=getcompany
276,BKH,David R. Emery,www.blackhillscorp.com,Utilities,Electric Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BKH&owner=exclude&action=getcompany
277,BKI,Anthony Jabbour,https://www.blackknightinc.com,Computer Software & Services,Business Software & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BKI&owner=exclude&action=getcompany
278,BKNG,Glenn D. Fogel,https://www.bookingholdings.com,Diversified Services,Business Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BKNG&owner=exclude&action=getcompany
279,BKS,Leonard S. Riggio,www.barnesandnobleinc.com,Specialty Retail,"Specialty Retail, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=BKS&owner=exclude&action=getcompany
280,BKU,Rajinder P. Singh,www.bankunited.com,Banking,Regional - Mid-Atlantic Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=BKU&owner=exclude&action=getcompany
