,ticker,fund_aum,asset_class,focus,development_level,region,is_levered,options_available
1408,LKOR,27390050.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1409,QLC,45721536.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1410,JHMM,357532500.0,Equity,Mid Cap,Developed Markets,North America,0.0,0.0
1411,JHML,438146250.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1412,JHMT,69893355.0,Equity,Technology,Developed Markets,North America,0.0,0.0
1413,JHMH,47229600.0,Equity,Health Care,Developed Markets,North America,0.0,0.0
1414,JHMF,70962720.0,Equity,Financials,Developed Markets,North America,0.0,0.0
1415,JHMC,50403200.0,Equity,Consumer Discretionary,Developed Markets,North America,0.0,0.0
1416,GEM,1633874000.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,1.0
1417,JPUS,541422102.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1418,QGTA,49671524.0,Multi Asset,Target Outcome,Blended Development,Global,0.0,0.0
1419,MLTI,7125656.0,Multi Asset,Target Outcome,Blended Development,Global,0.0,0.0
1420,HJPX,3061000.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1421,BSJN,94212000.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1422,BSCP,103845000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1423,XLRE,2460250000.0,Real Estate,Real Estate,Developed Markets,North America,0.0,1.0
1424,SPMO,36288040.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1425,SPVU,27073386.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1426,DWTR,70425031.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1427,MLPB,9844000.0,Equity,Energy,Blended Development,Global,0.0,0.0
1428,AMUB,6988400.0,Equity,Energy,Developed Markets,North America,0.0,0.0
1429,MRRL,11856000.0,Real Estate,Real Estate,Developed Markets,North America,1.0,0.0
1430,UCIB,6007600.0,Commodities,Broad Commodities,Blended Development,Global,0.0,0.0
1431,BDCZ,8344000.0,Equity,Financials,Blended Development,Global,0.0,0.0
1432,LBDC,6540960.0,Equity,Financials,Blended Development,Global,1.0,0.0
1433,CNCR,55912500.0,Equity,Health Care,Developed Markets,North America,0.0,0.0
1434,CNHX,1232549.0,Equity,Broad Equity,Emerging Markets,Asia-Pacific,0.0,0.0
1435,ASHX,2679018.0,Equity,Large Cap,Emerging Markets,Asia-Pacific,0.0,0.0
1436,SPYD,515394000.0,Equity,High Dividend Yield,Developed Markets,North America,0.0,0.0
1437,XINA,1860000.0,Equity,Broad Equity,Emerging Markets,Asia-Pacific,0.0,0.0
1438,ITEQ,45413750.0,Equity,Technology,Emerging Markets,Middle East & Africa,0.0,0.0
1439,FCVT,130687561.0,Fixed Income,Convertibles,Blended Development,Global,0.0,0.0
1440,IDLB,121163067.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1441,USLB,163124675.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1442,GSIE,869624000.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,1.0
1443,TLDH,9259278.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1444,TLEH,32763528.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1445,IAGG,727771500.0,Fixed Income,Broad Debt,Blended Development,Global Ex-U.S.,0.0,0.0
1446,PRME,1037376.0,Real Estate,Real Estate,Blended Development,Global,0.0,0.0
1447,ETHO,30221840.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1448,DEEF,55081029.0,Equity,Broad Equity,Developed Markets,Developed Markets,0.0,0.0
1449,DEUS,154197714.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1450,ASET,11963778.0,Multi Asset,Target Outcome,Blended Development,Global,0.0,0.0
1451,SPYX,297066420.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1452,QMOM,71874500.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1453,ONEY,418128500.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1454,ONEO,606346500.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1455,ONEV,481812500.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1456,GASX,4924412.0,Equity,Energy,Blended Development,Global,1.0,1.0
1457,MJ,506583000.0,Equity,Theme,Blended Development,Global,0.0,1.0
1458,EMGF,202758000.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1459,PTEU,144503500.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1460,DJD,16334775.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1461,NANR,696802500.0,Equity,Natural Resources,Developed Markets,North America,0.0,0.0
1462,JPEU,77053675.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1463,DYLS,131831000.0,Multi Asset,Long/Short,Developed Markets,North America,0.0,0.0
1464,DYB,7954320.0,Multi Asset,Long/Short,Developed Markets,North America,0.0,0.0
1465,IMOM,60608500.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1466,LVHD,638184908.0,Equity,High Dividend Yield,Developed Markets,North America,0.0,0.0
1467,LEAD,49295738.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1468,DEWJ,4481985.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1469,DEZU,2734000.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1470,DEFA,2877000.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1471,DDLS,15955000.0,Equity,Small Cap,Developed Markets,Global Ex-U.S.,0.0,0.0
1472,DDWM,520829750.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1473,XITK,15440055.0,Equity,Technology,Developed Markets,North America,0.0,0.0
1474,DFND,6403500.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1475,GARD,3276525.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1476,EMDV,19309555.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1477,MLPQ,57801501.0,Equity,Energy,Developed Markets,North America,1.0,0.0
1478,MLPZ,55659100.0,Equity,Energy,Developed Markets,North America,1.0,0.0
1479,GTO,59218790.0,Fixed Income,Broad Debt,Developed Markets,Global,0.0,0.0
1480,FIEE,559930800.0,Equity,Broad Equity,Developed Markets,Europe,1.0,0.0
1481,FUT,3049541.0,Commodities,Long/Short,Blended Development,Global,0.0,0.0
1482,OILX,17028000.0,Commodities,Crude Oil,Blended Development,Global,0.0,0.0
1483,FIHD,1334106140.0,Equity,High Dividend Yield,Developed Markets,Global,1.0,0.0
1484,GCOW,178088000.0,Equity,High Dividend Yield,Developed Markets,Developed Markets,0.0,0.0
1485,SOVB,17230780.0,Fixed Income,High Yield,Developed Markets,Global,0.0,0.0
1486,PUTW,211623000.0,Multi Asset,Volatility,Developed Markets,North America,0.0,0.0
1487,JSML,13620200.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1488,JSMD,39490200.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1489,VIGI,882771231.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1490,VYMI,883459615.0,Equity,High Dividend Yield,Developed Markets,Global Ex-U.S.,0.0,0.0
1491,GSEU,72605835.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1492,GSJY,54090560.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1493,SHE,342607725.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1494,IFLY,50182600.0,Equity,Technology,Blended Development,Global,0.0,0.0
1495,GAMR,101085260.0,Equity,Technology,Blended Development,Global,0.0,0.0
1496,DWIN,72697805.0,Multi Asset,Target Outcome,Developed Markets,Global,0.0,0.0
1497,FVC,530334058.0,Equity,Alpha-Seeking,Blended Development,Global,0.0,0.0
1498,PSET,19415035.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1499,PY,15327034.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1500,CEZ,19135025.0,Equity,Large Cap,Emerging Markets,Emerging Markets,0.0,0.0
1501,JHMS,23855040.0,Equity,Consumer Staples,Developed Markets,North America,0.0,0.0
1502,JHME,38640516.0,Equity,Energy,Developed Markets,North America,0.0,0.0
1503,JHMI,35184200.0,Equity,Industrials,Developed Markets,North America,0.0,0.0
1504,JHMA,23745600.0,Equity,Basic Materials,Developed Markets,North America,0.0,0.0
1505,JHMU,18440045.0,Equity,Utilities,Developed Markets,North America,0.0,0.0
1506,DVEM,31460000.0,Equity,High Dividend Yield,Emerging Markets,Emerging Markets,0.0,0.0
1507,IQDG,26955000.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1508,RFAP,59587088.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1509,RFDI,651420124.0,Equity,Broad Equity,Developed Markets,Developed Markets,0.0,0.0
1510,RFEU,169794108.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1511,EMTL,45942000.0,Fixed Income,Broad Debt,Emerging Markets,Emerging Markets,0.0,0.0
1512,STOT,53564830.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1513,CATH,159302878.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1514,DEMG,6357525.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1515,IBUY,352364000.0,Equity,Consumer Discretionary,Blended Development,Global,0.0,0.0
1516,WFIG,4771160.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1517,SFIG,4891990.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1518,WFHY,4983040.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1519,SFHY,5030000.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1520,MILN,21053962.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1521,BFIT,6894212.0,Equity,Theme,Developed Markets,Developed Markets,0.0,0.0
1522,LNGR,14446793.0,Equity,Theme,Developed Markets,Global,0.0,0.0
1523,AGGE,50869518.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1524,AGGP,334425019.0,Fixed Income,Broad Debt,Developed Markets,North America,0.0,0.0
1525,JPME,101664103.0,Equity,Mid Cap,Developed Markets,North America,0.0,0.0
1526,AMJL,18168757.0,Equity,Energy,Developed Markets,North America,1.0,0.0
1527,FAAR,8652058.0,Commodities,Long/Short,Blended Development,Global,0.0,0.0
1528,IGRO,56900000.0,Equity,Broad Equity,Blended Development,Global Ex-U.S.,0.0,0.0
1529,EPRF,19686896.0,Equity,Preferred Stock,Developed Markets,North America,0.0,0.0
1530,DWFI,158160568.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1531,FLQH,10096000.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1532,FLQE,361920000.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1533,FLQD,16884000.0,Equity,Broad Equity,Blended Development,Global,0.0,0.0
1534,FLQG,18812940.0,Equity,Broad Equity,Blended Development,Global,0.0,0.0
1535,RFFC,122808072.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1536,RFDA,122275067.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1537,SPDN,16667528.0,Equity,Large Cap,Developed Markets,North America,0.0,1.0
1538,OLD,10600027.0,Equity,Health Care,Blended Development,Global,0.0,0.0
1539,SLIM,3800218.0,Equity,Health Care,Blended Development,Global,0.0,0.0
1540,ORG,12642032.0,Equity,Health Care,Blended Development,Global,0.0,0.0
1541,BEMO,63854000.0,Multi Asset,Target Outcome,Developed Markets,North America,0.0,0.0
1542,ESGS,4618684.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1543,ESGN,16030405.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1544,ESGW,7598047.0,Equity,Broad Equity,Blended Development,Global,0.0,0.0
1545,RFUN,40470560.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1546,RFCI,90364000.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1547,RFEM,127858625.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1548,CNYA,9168250.0,Equity,Large Cap,Emerging Markets,Asia-Pacific,0.0,1.0
1549,HYXE,10134000.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1550,FALN,58410000.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1551,HYDD,3662918.0,Fixed Income,High Yield,Developed Markets,North America,1.0,0.0
1552,DESC,11095207.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1553,XTH,3969500.0,Equity,Technology,Developed Markets,North America,0.0,0.0
1554,XWEB,4819000.0,Equity,Technology,Developed Markets,North America,0.0,0.0
1555,ESGD,226338000.0,Equity,Theme,Developed Markets,Global Ex-U.S.,0.0,0.0
1556,ESGE,142975000.0,Equity,Theme,Emerging Markets,Emerging Markets,0.0,0.0
1557,SCAP,5464090.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1558,KRMA,56521532.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1559,REML,27397091.0,Real Estate,Real Estate,Developed Markets,North America,1.0,0.0
1560,ESG,25897569.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1561,ESGG,69939690.0,Equity,Theme,Blended Development,Global,0.0,0.0
1562,EYLD,27312621.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1563,PRNT,52709249.0,Equity,Technology,Blended Development,Global,0.0,0.0
1564,EUFL,5622037.0,Equity,Financials,Developed Markets,Europe,1.0,0.0
1565,WBIR,21360500.0,Multi Asset,Target Risk,Blended Development,Global,0.0,0.0
1566,LVHI,52375221.0,Equity,High Dividend Yield,Developed Markets,Global Ex-U.S.,0.0,0.0
1567,MLPE,0.0,Equity,Energy,Developed Markets,North America,0.0,0.0
1568,BTEC,70224037.0,Equity,Health Care,Developed Markets,North America,0.0,0.0
1569,GENY,22926038.0,Equity,Theme,Blended Development,Global,0.0,0.0
1570,HUSV,116935973.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1571,HDMV,53776067.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1572,GBIL,1146374000.0,Fixed Income,Treasury,Developed Markets,North America,0.0,0.0
1573,SMMV,29475000.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1574,FINX,139158750.0,Equity,Technology,Developed Markets,Global,0.0,0.0
1575,SNSR,112137868.0,Equity,Theme,Developed Markets,Global,0.0,0.0
1576,BOTZ,2506265948.0,Equity,Theme,Developed Markets,Global,0.0,1.0
1577,BSCQ,53295000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1578,BSJO,42256050.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1579,JPHF,202934506.0,Multi Asset,Global Macro,Blended Development,Global,0.0,0.0
1580,FDVV,138375000.0,Equity,High Dividend Yield,Developed Markets,Global,0.0,0.0
1581,FDRR,309930925.0,Equity,High Dividend Yield,Developed Markets,Global,0.0,0.0
1582,FDLO,62400500.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1583,FDMO,82602500.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1584,FQAL,69420000.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1585,FVAL,80707000.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1586,JPHY,114584057.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1587,IBDR,103462500.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1588,NUAG,95735000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1589,FTXO,1295512558.0,Equity,Financials,Developed Markets,North America,0.0,0.0
1590,FTXG,988935.0,Equity,Consumer Staples,Developed Markets,North America,0.0,0.0
1591,FTXN,5004050.0,Equity,Energy,Developed Markets,North America,0.0,0.0
1592,FTXH,3508052.0,Equity,Health Care,Developed Markets,North America,0.0,0.0
1593,FTXD,1215629.0,Equity,Consumer Discretionary,Developed Markets,North America,0.0,0.0
1594,FTXL,42214563.0,Equity,Technology,Developed Markets,North America,0.0,0.0
1595,FTXR,3837306.0,Equity,Industrials,Developed Markets,North America,0.0,0.0
1596,CWS,15457500.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1597,VRIG,306220025.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1598,PSC,500602535.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1599,FCEF,28879650.0,Multi Asset,Target Outcome,Developed Markets,Global,0.0,0.0
1600,MCEF,13142510.0,Fixed Income,Broad Municipals,Developed Markets,North America,0.0,0.0
1601,TTAC,78248500.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1602,OILK,10878427.0,Commodities,Crude Oil,Blended Development,Global,0.0,0.0
1603,RORE,12192000.0,Real Estate,Real Estate,Developed Markets,North America,0.0,0.0
1604,FLCO,39960880.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1605,FLLV,6634000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1606,LVHB,198937564.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1607,EFAX,70484700.0,Equity,Theme,Developed Markets,Global Ex-U.S.,0.0,0.0
1608,EEMX,21836500.0,Equity,Theme,Emerging Markets,Global Ex-U.S.,0.0,0.0
1609,IFIX,4989050.0,Fixed Income,Investment Grade,Blended Development,Global Ex-U.S.,0.0,0.0
1610,IGVT,4870049.0,Fixed Income,Broad Sovereign,Blended Development,Global Ex-U.S.,0.0,0.0
1611,MVIN,0.0,Equity,Broad Equity,Developed Markets,Global,0.0,0.0
1612,TCTL,26308775.0,Multi Asset,Target Outcome,Developed Markets,Developed Markets,0.0,0.0
1613,ESGL,24594631.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1614,ESGF,23216904.0,Equity,Theme,Blended Development,Global,0.0,0.0
1615,ACSI,50968650.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1616,CWEB,80605532.0,Equity,Technology,Emerging Markets,Asia-Pacific,1.0,1.0
1617,IMTB,38143920.0,Fixed Income,Broad Debt,Developed Markets,North America,0.0,0.0
1618,DHDG,6215000.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1619,GVIP,93120000.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1620,EFAS,8648774.0,Equity,High Dividend Yield,Developed Markets,Global Ex-U.S.,0.0,0.0
1621,JPSE,78551595.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1622,VNLA,413325050.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1623,LVHE,6823228.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1624,FLEU,273504660.0,Equity,Large Cap,Developed Markets,Europe,1.0,0.0
1625,BNDC,22209274.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1626,IDHD,5581028.0,Equity,High Dividend Yield,Developed Markets,Global Ex-U.S.,0.0,0.0
1627,XSHD,7866026.0,Equity,High Dividend Yield,Developed Markets,North America,0.0,0.0
1628,ESGU,70752000.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1629,BLHY,78632888.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1630,HYLB,1284486550.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1631,UWT,199416630.0,Commodities,Crude Oil,Blended Development,Global,1.0,0.0
1632,DWT,164638800.0,Commodities,Crude Oil,Blended Development,Global,1.0,0.0
1633,NULG,50206500.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1634,NULV,39767000.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1635,NUMG,47842620.0,Equity,Mid Cap,Developed Markets,North America,0.0,0.0
1636,NUMV,43440029.0,Equity,Mid Cap,Developed Markets,North America,0.0,0.0
1637,NUSC,57094083.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1638,DIVO,15055000.0,Equity,High Dividend Yield,Developed Markets,North America,0.0,0.0
1639,JHMD,65028920.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1640,COWZ,31120000.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1641,BMLP,51220000.0,Equity,Energy,Developed Markets,North America,0.0,0.0
1642,NURE,8370000.0,Real Estate,Real Estate,Developed Markets,North America,0.0,0.0
1643,WBIY,49225140.0,Equity,High Dividend Yield,Developed Markets,North America,0.0,0.0
1644,INFR,33357609.0,Equity,Theme,Blended Development,Global,0.0,0.0
1645,WTIU,15980000.0,Commodities,Crude Oil,Blended Development,Global,1.0,0.0
1646,WTID,4605000.0,Commodities,Crude Oil,Blended Development,Global,1.0,0.0
1647,OUSM,130699800.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1648,DUSA,121159200.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1649,DFNL,140026500.0,Equity,Financials,Blended Development,Global,0.0,0.0
1650,DWLD,200803000.0,Equity,Broad Equity,Blended Development,Global,0.0,0.0
1651,CLTL,466663706.0,Fixed Income,Treasury,Developed Markets,North America,0.0,0.0
1652,QXGG,52222500.0,Multi Asset,Target Outcome,Blended Development,Global,0.0,0.0
1653,QXTR,38338000.0,Multi Asset,Target Outcome,Blended Development,Global,0.0,0.0
1654,XUSA,37260000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1655,FLIO,5600660.0,Equity,Broad Equity,Blended Development,Global Ex-U.S.,0.0,0.0
1656,GLDW,16090186.0,Commodities,Gold,Blended Development,Global,0.0,0.0
1657,PFFR,21928597.0,Real Estate,Real Estate,Developed Markets,North America,0.0,0.0
1658,XMX,307197000.0,Equity,Broad Equity,Blended Development,Global,0.0,0.0
1659,BOSS,4070733.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1660,HYLV,106788024.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1661,TBLU,4350750.0,Equity,Natural Resources,Developed Markets,North America,0.0,0.0
1662,FIXD,266069098.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1663,PSMC,1281013.0,Multi Asset,Target Risk,Blended Development,Global,0.0,0.0
1664,PSMM,1316893.0,Multi Asset,Target Risk,Blended Development,Global,0.0,0.0
1665,PSMB,1375014.0,Multi Asset,Target Risk,Blended Development,Global,0.0,0.0
1666,PSMG,1433004.0,Multi Asset,Target Risk,Blended Development,Global,0.0,0.0
1667,ISMD,41528200.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1668,BLES,77058000.0,Equity,Large Cap,Blended Development,Global,0.0,0.0
1669,GRNB,16874000.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1670,PAVE,114745933.0,Equity,Natural Resources,Developed Markets,North America,0.0,0.0
1671,CEFS,22115536.0,Multi Asset,Target Outcome,Blended Development,Global,0.0,0.0
1672,IDEV,917495040.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1673,OILU,18792501.0,Commodities,Crude Oil,Blended Development,Global,1.0,1.0
1674,OILD,15013421.0,Commodities,Crude Oil,Blended Development,Global,1.0,1.0
1675,CWAI,8694000.0,Multi Asset,Target Outcome,Blended Development,Global,0.0,0.0
1676,COM,47367025.0,Commodities,Broad Commodities,Blended Development,Global,0.0,0.0
1677,BCI,168875654.0,Commodities,Broad Commodities,Blended Development,Global,0.0,0.0
1678,BCD,3825026.0,Commodities,Broad Commodities,Blended Development,Global,0.0,0.0
1679,ARCM,76072352.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1680,NUSA,21827111.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1681,TAIL,20088875.0,Multi Asset,Target Outcome,Developed Markets,North America,0.0,0.0
1682,XSHQ,3037030.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1683,JPGB,155354315.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1684,ERM,28272047.0,Multi Asset,Target Risk,Developed Markets,North America,0.0,0.0
1685,TERM,55366047.0,Multi Asset,Long/Short,Developed Markets,North America,0.0,0.0
1686,IBML,63291000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1687,VSDA,7799376.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1688,TETF,7867076.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1689,USOI,5982145.0,Multi Asset,Target Risk,Blended Development,Global,0.0,0.0
1690,AGT,39253000.0,Equity,Broad Equity,Emerging Markets,Latin America,0.0,0.0
1691,FLQL,119016000.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1692,FLQM,2892080.0,Equity,Mid Cap,Developed Markets,North America,0.0,0.0
1693,FLQS,3000000.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1694,DFEN,110093560.0,Equity,Industrials,Developed Markets,North America,1.0,1.0
1695,DUSL,7690038.0,Equity,Industrials,Developed Markets,North America,1.0,0.0
1696,MEXX,14880770.0,Equity,Broad Equity,Emerging Markets,Latin America,1.0,0.0
1697,TPOR,11651169.0,Equity,Industrials,Developed Markets,North America,1.0,0.0
1698,UTSL,5342027.0,Equity,Utilities,Developed Markets,North America,1.0,0.0
1699,EVIX,3385960.0,Multi Asset,Volatility,Developed Markets,Europe,0.0,1.0
1700,EXIV,30184200.0,Multi Asset,Volatility,Developed Markets,Europe,0.0,0.0
1701,VMOT,102599942.0,Equity,Alpha-Seeking,Developed Markets,Global,0.0,0.0
1702,CACG,70332030.0,Equity,Broad Equity,Blended Development,Global,0.0,0.0
1703,GDVD,732672029.0,Equity,Broad Equity,Blended Development,Global,0.0,0.0
1704,LVIN,5475980.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1705,LVUS,5818000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1706,CSML,489804029.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1707,SHAG,34188000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1708,JPST,532641156.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1709,COMB,26741840.0,Commodities,Broad Commodities,Blended Development,Global,0.0,0.0
1710,COMG,7678440.0,Commodities,Broad Commodities,Blended Development,Global,0.0,0.0
1711,YLDE,4432411.0,Equity,High Dividend Yield,Blended Development,Global,0.0,0.0
1712,LRGE,5078042.0,Equity,Large Cap,Blended Development,Global,0.0,0.0
1713,CCOR,90556342.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1714,FFHG,64360250.0,Multi Asset,Target Outcome,Developed Markets,North America,0.0,0.0
1715,FFTI,158862000.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1716,NUDM,45322000.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1717,NUEM,36252300.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1718,GIGB,155740000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,1.0
1719,PPLN,10247580.0,Equity,Energy,Developed Markets,North America,0.0,0.0
1720,BVAL,3294000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1721,ICOW,19483101.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1722,CALF,5808594.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1723,FCAL,14985100.0,Fixed Income,Broad Municipals,Developed Markets,North America,0.0,0.0
1724,RNDM,12667326.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
