,ticker,fund_aum,asset_class,focus,development_level,region,is_levered,options_available
1725,RNEM,4912098.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1726,RNLC,18520046.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1727,RNMC,6797955.0,Equity,Mid Cap,Developed Markets,North America,0.0,0.0
1728,RNSC,4606046.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1729,RNDV,4538045.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1730,VSMV,7530090.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1731,OCIO,115259892.0,Multi Asset,Target Outcome,Blended Development,Global,0.0,0.0
1732,GOAU,9714728.0,Equity,Basic Materials,Blended Development,Global,0.0,0.0
1733,TTAI,8714118.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1734,USMF,6142000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1735,GSSC,21627000.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1736,SMMD,7189500.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1737,PREF,47565095.0,Equity,Preferred Stock,Blended Development,Global,0.0,0.0
1738,IBD,36735000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1739,EUXL,3316522.0,Equity,Large Cap,Developed Markets,Europe,1.0,0.0
1740,FNG,46835000.0,Equity,Technology,Developed Markets,North America,0.0,1.0
1741,SQLV,3035334.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1742,SUSB,28221000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1743,SUSC,13310000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1744,HYDB,14889000.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1745,IGEB,31122000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1746,REEM,12823435.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1747,RGLB,13500648.0,Equity,Broad Equity,Blended Development,Global,0.0,0.0
1748,REFA,13493876.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1749,SPMV,1467494.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1750,USEQ,125193029.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1751,EQRR,15237051.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1752,EMXC,9830000.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1753,USOU,7712184.0,Commodities,Crude Oil,Blended Development,Global,1.0,0.0
1754,USOD,438555.0,Commodities,Crude Oil,Blended Development,Global,1.0,0.0
1755,DMRL,432919500.0,Multi Asset,Target Outcome,Developed Markets,North America,0.0,0.0
1756,DMRM,129858000.0,Multi Asset,Target Outcome,Developed Markets,North America,0.0,0.0
1757,DMRS,62600895.0,Multi Asset,Target Outcome,Developed Markets,North America,0.0,0.0
1758,DMRI,226409480.0,Multi Asset,Target Outcome,Developed Markets,Global Ex-U.S.,0.0,0.0
1759,EDOW,10737048.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1760,AMCA,10059000.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1761,ULBR,15755000.0,Fixed Income,Broad Market,Developed Markets,North America,0.0,0.0
1762,DLBR,2470350.0,Fixed Income,Broad Market,Developed Markets,North America,0.0,0.0
1763,FFIU,47367613.0,Fixed Income,Broad Market,Blended Development,Global,0.0,0.0
1764,FPEI,77557538.0,Multi Asset,Target Outcome,Blended Development,Global,0.0,0.0
1765,BAR,13167000.0,Commodities,Gold,Blended Development,Global,0.0,0.0
1766,FLMI,7305000.0,Fixed Income,Broad Market,Developed Markets,North America,0.0,0.0
1767,FLMB,7278000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1768,MFUS,69669600.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1769,MFDX,29197840.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1770,MFEM,359273600.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1771,SECT,323544000.0,Equity,Alpha-Seeking,Developed Markets,North America,0.0,0.0
1772,MAGA,40978218.0,Equity,Theme,Developed Markets,North America,0.0,1.0
1773,GHYB,14632500.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1774,OBOR,31811526.0,Equity,Theme,Emerging Markets,Asia-Pacific,0.0,0.0
1775,PFFD,26659491.0,Equity,Preferred Stock,Developed Markets,North America,0.0,0.0
1776,GSEW,48709500.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1777,MLQD,9490000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1778,LLQD,9432000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1779,IBDS,116523000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1780,RBUS,122980000.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1781,RBIN,122122500.0,Equity,Large Cap,Developed Markets,Global Ex-U.S.,0.0,0.0
1782,MXDU,121032000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1783,PBUS,2915789.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1784,PBSM,2971240.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1785,PBDM,2438144.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1786,PBEE,2344133.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1787,PBTP,2451025.0,Fixed Income,TIPS,Developed Markets,North America,0.0,0.0
1788,BSCR,22764000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1789,BSJP,12120000.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1790,HTRB,19495000.0,Fixed Income,Broad Debt,Developed Markets,Global,0.0,0.0
1791,DALT,26633985.0,Multi Asset,Global Macro,Blended Development,Global,0.0,0.0
1792,PBND,23959436.0,Fixed Income,Broad Debt,Developed Markets,North America,0.0,0.0
1793,NUBD,33663840.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1794,LFEQ,31109760.0,Multi Asset,Target Risk,Developed Markets,North America,0.0,0.0
1795,CHGX,4133540.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1796,SCHK,408392000.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1797,USMC,2033376028.0,Equity,Large Cap,Developed Markets,North America,0.0,1.0
1798,DIAL,104746884.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1799,KGRN,5958695.0,Equity,Theme,Emerging Markets,Emerging Markets,0.0,0.0
1800,BERN,1493940.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1801,BRGL,2663654.0,Equity,Large Cap,Blended Development,Global,0.0,0.0
1802,PLCY,9186920.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1803,MMIN,14826025.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1804,MMIT,29556025.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1805,AIEQ,146619350.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1806,PVAL,5500027.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1807,PMOM,5980030.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1808,VGFO,5350067.0,Equity,Broad Equity,Blended Development,Global,0.0,0.0
1809,KEMQ,20817063.0,Equity,Technology,Emerging Markets,Asia-Pacific,0.0,0.0
1810,CEY,17930755.0,Equity,Large Cap,Emerging Markets,Emerging Markets,0.0,0.0
1811,USTB,47034500.0,Fixed Income,Broad Debt,Developed Markets,North America,0.0,0.0
1812,UITB,141983500.0,Fixed Income,Broad Debt,Developed Markets,North America,0.0,0.0
1813,ULVM,335655000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1814,USVM,50005710.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1815,UIVM,258615000.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1816,UEVM,137069400.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1817,USHY,231942500.0,Fixed Income,High Yield,Developed Markets,North America,0.0,1.0
1818,GUDB,9650000.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1819,BIBL,19789000.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1820,RVRS,4236900.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1821,FTVA,68354344.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1822,FFSG,16931250.0,Equity,Broad Equity,Blended Development,Global,0.0,0.0
1823,FFTG,26950250.0,Multi Asset,Target Outcome,Developed Markets,Global,0.0,0.0
1824,FMHI,27599100.0,Fixed Income,Broad Municipals,Developed Markets,North America,0.0,0.0
1825,SDVY,2164253.0,Equity,High Dividend Yield,Developed Markets,North America,0.0,0.0
1826,FLAU,3783000.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1827,FLBR,33488000.0,Equity,Broad Equity,Emerging Markets,Latin America,0.0,0.0
1828,FLCA,3765000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1829,FLCH,27694800.0,Equity,Broad Equity,Emerging Markets,Asia-Pacific,0.0,0.0
1830,FLFR,2540000.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1831,FLGR,2344000.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1832,FLHK,7155000.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1833,FLIY,2422000.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1834,FLJP,95760000.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1835,FLKR,23470000.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1836,FLMX,2566000.0,Equity,Broad Equity,Emerging Markets,Latin America,0.0,0.0
1837,FLTW,5184000.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1838,FLGB,2499000.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1839,FLEE,103194000.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1840,FLEH,35042000.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1841,FLJH,48042000.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1842,DIVB,8361000.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1843,ENTR,0.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1844,EMEM,24150092.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1845,JDIV,28183074.0,Equity,High Dividend Yield,Developed Markets,North America,0.0,0.0
1846,JMIN,28894541.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1847,JMOM,30114411.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1848,JQUA,29982659.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1849,JVAL,28605296.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1850,PXUS,15252267.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
1851,JHSC,40817500.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1852,VTC,50543750.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1853,OMFL,15979908.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1854,OMFS,14119689.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1855,OMOM,5783913.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1856,OQAL,5733742.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1857,OSIZ,5680852.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1858,OVLU,5471015.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1859,OVOL,5453945.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1860,OYLD,5322426.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1861,PILL,5400036.0,Equity,Health Care,Developed Markets,North America,1.0,0.0
1862,EMTY,20347500.0,Equity,Consumer Discretionary,Developed Markets,North America,0.0,0.0
1863,CLIX,46950047.0,Equity,Long/Short,Developed Markets,North America,0.0,0.0
1864,SPDV,6926102.0,Equity,High Dividend Yield,Developed Markets,North America,0.0,0.0
1865,EEMD,2299931.0,Equity,High Dividend Yield,Emerging Markets,Emerging Markets,0.0,0.0
1866,BUY,2795028.0,Equity,Alpha-Seeking,Developed Markets,North America,0.0,0.0
1867,BUYN,2807028.0,Equity,Energy,Developed Markets,North America,0.0,0.0
1868,JPED,27883648.0,Equity,Alpha-Seeking,Developed Markets,Global,0.0,0.0
1869,IZRL,25160076.0,Equity,Technology,Developed Markets,Middle East & Africa,0.0,0.0
1870,JPMF,50643054.0,Multi Asset,Long/Short,Blended Development,Global,0.0,0.0
1871,ACT,13495000.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1872,PWS,65649031.0,Multi Asset,Target Risk,Developed Markets,North America,0.0,0.0
1873,DJPY,4000000.0,Currency,Japanese Yen,Developed Markets,Asia-Pacific,0.0,0.0
1874,DEUR,4105600.0,Currency,Euro,Developed Markets,Europe,0.0,0.0
1875,DGBP,4278400.0,Currency,Pound Sterling,Developed Markets,Europe,0.0,0.0
1876,DCHF,3782400.0,Currency,Swiss Franc,Developed Markets,Europe,0.0,0.0
1877,DAUD,4410368.0,Currency,Australian Dollar,Developed Markets,Asia-Pacific,0.0,0.0
1878,UJPY,3878400.0,Currency,Japanese Yen,Developed Markets,Asia-Pacific,0.0,0.0
1879,UEUR,3627200.0,Currency,Euro,Developed Markets,Europe,0.0,0.0
1880,UGBP,3481280.0,Currency,Pound Sterling,Developed Markets,Europe,0.0,0.0
1881,UCHF,4123200.0,Currency,Swiss Franc,Developed Markets,Europe,0.0,0.0
1882,UAUD,3266256.0,Currency,Australian Dollar,Developed Markets,Asia-Pacific,0.0,0.0
1883,CLRG,333707026.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1884,HMOP,11823000.0,Fixed Income,Broad Municipals,Developed Markets,North America,0.0,0.0
1885,USAI,3878353.0,Equity,Energy,Developed Markets,North America,0.0,0.0
1886,LDRS,58075050.0,Equity,Alpha-Seeking,Blended Development,Global,0.0,0.0
1887,WBAL,2454098.0,Multi Asset,Target Risk,Blended Development,Global,0.0,0.0
1888,WCHN,11997107.0,Equity,Large Cap,Emerging Markets,Asia-Pacific,0.0,0.0
1889,LSST,0.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1890,DWCR,14420000.0,Equity,Alpha-Seeking,Blended Development,Global Ex-U.S.,0.0,0.0
1891,DTEC,17899320.0,Equity,Technology,Blended Development,Global,0.0,0.0
1892,DOGS,5074000.0,Equity,Alpha-Seeking,Blended Development,Global Ex-U.S.,0.0,0.0
1893,XKII,4682625.0,Equity,Theme,Blended Development,Global,0.0,0.0
1894,XKST,4620045.0,Equity,Industrials,Blended Development,Global,0.0,0.0
1895,XKFS,8930000.0,Equity,Industrials,Blended Development,Global,0.0,0.0
1896,SHYL,32259550.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1897,HYUP,147337249.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1898,HYDW,137171769.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1899,PRID,0.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1900,BLCN,129965024.0,Equity,Large Cap,Blended Development,Global,0.0,1.0
1901,HNDL,3601443.0,Multi Asset,Target Risk,Developed Markets,North America,0.0,0.0
1902,BLOK,185390236.0,Equity,Broad Equity,Blended Development,Global,0.0,1.0
1903,VALQ,0.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1904,KORP,0.0,Fixed Income,Broad Market,Developed Markets,North America,0.0,0.0
1905,WLDR,4891800.0,Equity,Broad Equity,Developed Markets,Developed Markets,0.0,0.0
1906,VXXB,99684459.0,Multi Asset,Volatility,Developed Markets,North America,0.0,1.0
1907,VXZB,10340122.0,Multi Asset,Volatility,Developed Markets,North America,0.0,1.0
1908,FIDI,11117150.0,Equity,High Dividend Yield,Developed Markets,Global Ex-U.S.,0.0,0.0
1909,FIVA,11521650.0,Equity,Large Cap,Developed Markets,Global Ex-U.S.,0.0,0.0
1910,KARS,0.0,Equity,Large Cap,Blended Development,Global,0.0,0.0
1911,HONR,0.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1912,PLTM,3710250.0,Commodities,Platinum,Blended Development,Global,0.0,0.0
1913,FNGU,0.0,Equity,Theme,Developed Markets,North America,1.0,0.0
1914,FNGD,0.0,Equity,Theme,Developed Markets,North America,1.0,0.0
1915,LEGR,41377561.0,Equity,Theme,Blended Development,Global,0.0,0.0
1916,JPLS,23484675.0,Equity,Long/Short,Developed Markets,Developed Markets,0.0,0.0
1917,TMFC,117006579.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1918,KOIN,0.0,Equity,Theme,Blended Development,Global,0.0,0.0
1919,JPMB,51220842.0,Fixed Income,Broad Sovereign,Emerging Markets,Emerging Markets,0.0,0.0
1920,RPUT,2648106.0,Multi Asset,Volatility,Developed Markets,North America,0.0,0.0
1921,KURE,0.0,Equity,Health Care,Emerging Markets,Asia-Pacific,0.0,0.0
1922,IDIV,0.0,Multi Asset,Target Outcome,Developed Markets,North America,0.0,0.0
1923,XDIV,0.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1924,FLIN,2179000.0,Equity,Broad Equity,Emerging Markets,Asia-Pacific,0.0,0.0
1925,FLRU,2278000.0,Equity,Broad Equity,Emerging Markets,Europe,0.0,0.0
1926,FLAX,8752000.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1927,FLSW,2337000.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1928,EKAR,0.0,Equity,Theme,Blended Development,Global,0.0,0.0
1929,PPDM,23200023.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,1.0,0.0
1930,PPEM,19964271.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,1.0,0.0
1931,PPMC,27839928.0,Equity,Mid Cap,Developed Markets,North America,1.0,0.0
1932,VFMV,8550000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1933,VFVA,8137000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1934,VFMO,10785000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1935,VFLQ,8390000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1936,VFQY,8599000.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1937,VFMF,29074500.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1938,ROBT,12952065.0,Equity,Theme,Blended Development,Global,0.0,0.0
1939,VSL,3228228.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1940,BOON,6751105.0,Equity,Energy,Developed Markets,North America,0.0,0.0
1941,DINT,23783500.0,Equity,Broad Equity,Blended Development,Global Ex-U.S.,0.0,0.0
1942,FIYY,1617579765.0,Equity,High Dividend Yield,Developed Markets,Global,1.0,0.0
1943,FFEU,451562276.0,Equity,Broad Equity,Developed Markets,Europe,1.0,0.0
1944,IBMM,5005100.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1945,BDRY,4590918.0,Multi Asset,Global Macro,Blended Development,Global,0.0,0.0
1946,IETC,5596000.0,Equity,Technology,Developed Markets,North America,0.0,0.0
1947,IECS,5088000.0,Equity,Consumer Staples,Developed Markets,North America,0.0,0.0
1948,IEDI,5688000.0,Equity,Consumer Discretionary,Developed Markets,North America,0.0,0.0
1949,IEFN,5096000.0,Equity,Financials,Developed Markets,North America,0.0,0.0
1950,IEHS,5901100.0,Equity,Health Care,Developed Markets,North America,0.0,0.0
1951,IEIH,5430580.0,Equity,Health Care,Developed Markets,North America,0.0,0.0
1952,IEME,5542000.0,Equity,Consumer Discretionary,Developed Markets,North America,0.0,0.0
1953,PPTY,29179500.0,Real Estate,Real Estate,Developed Markets,North America,0.0,0.0
1954,KNG,6508543.0,Equity,High Dividend Yield,Developed Markets,North America,0.0,0.0
1955,MXDE,27708000.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
1956,MSUS,5951805.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1957,FRLG,0.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1958,QARP,55000028.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
1959,IFRA,2749700.0,Equity,Theme,Developed Markets,North America,0.0,0.0
1960,CMDY,48449900.0,Commodities,Broad Commodities,Blended Development,Global,0.0,0.0
1961,RAAX,2538000.0,Multi Asset,Global Macro,Blended Development,Global,0.0,0.0
1962,VETS,2804477.0,Equity,Theme,Blended Development,Global,0.0,0.0
1963,PULS,0.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1964,ESML,11340000.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
1965,DRIV,0.0,Equity,Theme,Blended Development,Global,0.0,0.0
1966,UBOT,1975920.0,Equity,Theme,Developed Markets,Developed Markets,1.0,0.0
1967,HTAB,20821500.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1968,IG,98480025.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1969,SDCI,0.0,Commodities,Broad Commodities,Blended Development,Global,0.0,0.0
1970,SPXB,0.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1971,LQDI,0.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1972,FEUL,0.0,Equity,Broad Equity,Developed Markets,Europe,1.0,0.0
1973,AIQ,0.0,Equity,Theme,Developed Markets,Developed Markets,0.0,0.0
1974,DALI,0.0,Equity,Alpha-Seeking,Blended Development,Global,0.0,0.0
1975,INDS,0.0,Real Estate,Real Estate,Developed Markets,North America,0.0,0.0
1976,SRVR,0.0,Real Estate,Real Estate,Developed Markets,North America,0.0,0.0
1977,RTL,0.0,Real Estate,Real Estate,Developed Markets,North America,0.0,0.0
1978,SLT,0.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
1979,PFFA,0.0,Equity,Preferred Stock,Developed Markets,North America,1.0,0.0
1980,HSRT,0.0,Fixed Income,Broad Debt,Blended Development,Global,0.0,0.0
1981,FLHY,0.0,Fixed Income,High Yield,Blended Development,Global,0.0,0.0
1982,FLIA,0.0,Fixed Income,Broad Debt,Blended Development,Global Ex-U.S.,0.0,0.0
1983,FLBL,0.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
1984,UCON,0.0,Fixed Income,Broad Market,Blended Development,Global,0.0,0.0
1985,OGIG,0.0,Equity,Technology,Blended Development,Global,0.0,0.0
1986,AIIQ,0.0,Equity,Broad Equity,Developed Markets,Developed Markets,0.0,0.0
1987,BATT,0.0,Equity,Basic Materials,Blended Development,Global,0.0,0.0
1988,IAUF,0.0,Commodities,Gold,Blended Development,Global,0.0,0.0
1989,JUST,0.0,Equity,Broad Equity,Developed Markets,North America,0.0,1.0
1990,EASI,0.0,Multi Asset,Target Outcome,Developed Markets,North America,0.0,0.0
1991,FLDR,0.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
1992,FDHY,0.0,Fixed Income,High Yield,Developed Markets,Global,0.0,0.0
1993,BBRE,0.0,Real Estate,Real Estate,Developed Markets,North America,0.0,0.0
1994,BBJP,0.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
1995,BBEU,0.0,Equity,Broad Equity,Developed Markets,Europe,0.0,0.0
1996,XLC,0.0,Equity,Communications,Developed Markets,North America,0.0,1.0
1997,BCNA,0.0,Equity,Theme,Emerging Markets,Asia-Pacific,0.0,0.0
1998,BIKR,0.0,Multi-Asset,Target Outcome,Blended Development,Global,0.0,0.0
1999,GLDM,0.0,Commodities,Gold,Blended Development,Global,0.0,0.0
2000,IRBO,0.0,Equity,Theme,Blended Development,Global,0.0,0.0
2001,ACES,0.0,Equity,Theme,Developed Markets,North America,0.0,0.0
2002,KCCB,0.0,Fixed Income,High Yield,Emerging Markets,Asia-Pacific,0.0,0.0
2003,DWMC,0.0,Equity,Micro Cap,Developed Markets,North America,0.0,0.0
2004,DWSH,0.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
2005,OPER,0.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
2006,ONLN,0.0,Equity,Theme,Blended Development,Global,0.0,0.0
2007,QDIV,0.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
2008,HYGV,0.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
2009,NACP,0.0,Equity,Theme,Developed Markets,North America,0.0,0.0
2010,OSCV,0.0,Equity,Small Cap,Developed Markets,North America,0.0,0.0
2011,LOUP,0.0,Equity,Technology,Blended Development,Global,0.0,0.0
2012,PEXL,0.0,Equity,Theme,Developed Markets,North America,0.0,0.0
2013,SZNE,0.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
2014,IHYD,0.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
2015,IHYV,0.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
2016,IEMD,0.0,Fixed Income,Investment Grade,Emerging Markets,Emerging Markets,0.0,0.0
2017,IEMV,0.0,Fixed Income,Broad Sovereign,Emerging Markets,Emerging Markets,0.0,0.0
2018,IIGD,0.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
2019,IIGV,0.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
2020,IMFC,0.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
2021,IMFP,0.0,Fixed Income,Broad Market,Blended Development,Global,0.0,0.0
2022,FCTR,0.0,Equity,Large Cap,Developed Markets,North America,0.0,0.0
2023,TFIV,0.0,Multi Asset,Target Outcome,Blended Development,Global,0.0,0.0
2024,TFLT,0.0,Multi Asset,Target Outcome,Blended Development,Global,0.0,0.0
2025,AUGR,0.0,Equity,Technology,Blended Development,Global,0.0,0.0
2026,NTSX,0.0,Multi Asset,Target Outcome,Developed Markets,North America,0.0,0.0
2027,GNAF,0.0,Equity,Theme,Developed Markets,North America,0.0,0.0
2028,FNGO,0.0,Equity,Theme,Developed Markets,North America,1.0,0.0
2029,FNGZ,0.0,Equity,Theme,Developed Markets,North America,1.0,0.0
2030,PJUL,0.0,Equity,Target Outcome,Developed Markets,North America,0.0,0.0
2031,UJUL,0.0,Equity,Target Outcome,Developed Markets,North America,0.0,0.0
2032,BBAX,0.0,Equity,Broad Equity,Developed Markets,Asia-Pacific,0.0,0.0
2033,BBCA,0.0,Equity,Broad Equity,Developed Markets,North America,0.0,0.0
2034,DRSK,0.0,Multi Asset,Target Risk,Developed Markets,North America,0.0,0.0
2035,REDV,0.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
2036,RIDV,0.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
2037,BSCS,0.0,Fixed Income,Investment Grade,Developed Markets,North America,0.0,0.0
2038,BSJQ,0.0,Fixed Income,High Yield,Developed Markets,North America,0.0,0.0
2039,EMMF,0.0,Equity,Broad Equity,Emerging Markets,Emerging Markets,0.0,0.0
2040,DWMF,0.0,Equity,Broad Equity,Developed Markets,Global Ex-U.S.,0.0,0.0
2041,CHNA,3477603.0,Equity,Health Care,Emerging Markets,Asia-Pacific,0.0,0.0
2042,AAAU,0.0,Commodities,Gold,Blended Development,Blended Development,0.0,0.0
2043,PYPE,0.0,Equity,Energy,Developed Markets,North America,0.0,0.0
2044,WOMN,0.0,Equity,Theme,Developed Markets,North America,0.0,0.0
