,0,1
4054,EGRX,BMY
4055,EGRX,JNJ
4056,EGRX,LLY
4057,EGRX,TEVA
4058,EGRX,MDGL
4059,EGRX,XLV
4060,EGRX,SPY
4061,EHC,XLV
4062,EHC,SPY
4063,EHTH,BRO
4064,EHTH,AJG
4065,EHTH,AON
4066,EHTH,HIIQ
4067,EHTH,WLTW
4068,EHTH,FANH
4069,EHTH,SPY
4070,EIG,AMSF
4071,EIG,HIG
4072,EIG,AFL
4073,EIG,MKL
4074,EIG,TRV
4075,EIG,HIIQ
4076,EIG,ANTM
4077,EIG,SPY
4078,EIGI,VRSN
4079,EIGI,BCOV
4080,EIGI,GOOGL
4081,EIGI,INAP
4082,EIGI,XLK
4083,EIGI,SPY
4084,EIX,PCG
4085,EIX,FE
4086,EIX,SRE
4087,EIX,AEP
4088,EIX,HE
4089,EIX,PNW
4090,EIX,AVA
4091,EIX,PNM
4092,EIX,POR
4093,EIX,XEL
4094,EIX,XLU
4095,EIX,SPY
4096,EL,IPAR
4097,EL,NUS
4098,EL,UL
4099,EL,AVP
4100,EL,PG
4101,EL,REV
4102,EL,COTY
4103,EL,SPY
4104,ELF,SPY
4105,ELOX,AMGN
4106,ELOX,CELG
4107,ELOX,EXEL
4108,ELOX,JNJ
4109,ELOX,SMG
4110,ELOX,DWDP
4111,ELOX,XLV
4112,ELOX,SPY
4113,ELS,CPT
4114,ELS,SUI
4115,ELS,ESS
4116,ELS,ACC
4117,ELS,UMH
4118,ELS,IRT
4119,ELS,SPY
4120,ELY,ESCA
4121,ELY,JOUT
4122,ELY,NKE
4123,ELY,NLS
4124,ELY,SPY
4125,EME,FIX
4126,EME,PWR
4127,EME,DY
4128,EME,UTX
4129,EME,FLR
4130,EME,TPC
4131,EME,IESC
4132,EME,SPY
4133,EMN,SSL
4134,EMN,XOM
4135,EMN,GRA
4136,EMN,FMC
4137,EMN,POL
4138,EMN,MMM
4139,EMN,WLK
4140,EMN,CE
4141,EMN,ASH
4142,EMN,DWDP
4143,EMN,SPY
4144,EMR,MSFT
4145,EMR,AME
4146,EMR,DHR
4147,EMR,GE
4148,EMR,IBM
4149,EMR,HON
4150,EMR,ROP
4151,EMR,ABB
4152,EMR,COMM
4153,EMR,SPY
4154,ENB,IMO
4155,ENB,TRP
4156,ENB,APC
4157,ENB,EPD
4158,ENB,BP
4159,ENB,HES
4160,ENB,PBA
4161,ENB,SPY
4162,ENDP,DRRX
4163,ENDP,BDSI
4164,ENDP,MNK
4165,ENDP,CARA
4166,ENDP,ZGNX
4167,ENDP,XLV
4168,ENDP,SPY
4169,ENLC,PAA
4170,ENLC,MMP
4171,ENLC,NS
4172,ENLC,SEMG
4173,ENLC,PSXP
4174,ENLC,PBFX
4175,ENLC,PAGP
4176,ENLC,SPY
4177,ENR,XLK
4178,ENR,SPY
4179,ENS,ULBI
4180,ENS,ARTX
4181,ENS,EPC
4182,ENS,XLK
4183,ENS,SPY
4184,ENSG,NHC
4185,ENSG,CSU
4186,ENSG,DVCR
4187,ENSG,GEN
4188,ENSG,FVE
4189,ENSG,RHE
4190,ENSG,XLV
4191,ENSG,SPY
4192,ENTA,VRTX
4193,ENTA,ACHN
4194,ENTA,NVS
4195,ENTA,BMY
4196,ENTA,JNJ
4197,ENTA,MRK
4198,ENTA,ABBV
4199,ENTA,XLV
4200,ENTA,SPY
4201,ENTG,AEIS
4202,ENTG,MKSI
4203,ENTG,UCTT
4204,ENTG,DCI
4205,ENTG,ITW
4206,ENTG,PH
4207,ENTG,XLK
4208,ENTG,SPY
4209,ENV,VALU
4210,ENV,MORN
4211,ENV,FDS
4212,ENV,MSCI
4213,ENV,SPY
4214,ENVA,EZPW
4215,ENVA,AL
4216,ENVA,AMRK
4217,ENVA,SPY
4218,EOG,CHK
4219,EOG,PXD
4220,EOG,DVN
4221,EOG,APC
4222,EOG,APA
4223,EOG,OXY
4224,EOG,MRO
4225,EOG,COP
4226,EOG,NBL
4227,EOG,SPY
4228,EPAM,MSFT
4229,EPAM,CTSH
4230,EPAM,IBM
4231,EPAM,WIT
4232,EPAM,ACN
4233,EPAM,INFY
4234,EPAM,DXC
4235,EPAM,XLK
4236,EPAM,SPY
4237,EPAY,MSFT
4238,EPAY,ADBE
4239,EPAY,AMSWA
4240,EPAY,ACIW
4241,EPAY,SAP
4242,EPAY,IBM
4243,EPAY,ORCL
4244,EPAY,QTWO
4245,EPAY,DXC
4246,EPAY,XLK
4247,EPAY,SPY
4248,EPC,CLX
4249,EPC,KMB
4250,EPC,ENS
4251,EPC,REV
4252,EPC,SPY
4253,EPD,APC
4254,EPD,PAA
4255,EPD,WMB
4256,EPD,ET
4257,EPD,DCP
4258,EPD,KMI
4259,EPD,SPY
4260,EPE,CRZO
4261,EPE,DVN
4262,EPE,EOG
4263,EPE,CVX
4264,EPE,KMI
4265,EPE,MTDR
4266,EPE,SPY
4267,EPR,HR
4268,EPR,FR
4269,EPR,ALX
4270,EPR,HST
4271,EPR,SPY
4272,EPZM,CELG
4273,EPZM,SGEN
4274,EPZM,GSK
4275,EPZM,NVS
4276,EPZM,ABT
4277,EPZM,XLV
4278,EPZM,SPY
4279,EQBK,MPB
4280,EQBK,MOFG
4281,EQBK,SPY
4282,EQC,RMAX
4283,EQC,SNH
4284,EQC,SPY
4285,EQH,SPY
4286,EQIX,AKAM
4287,EQIX,CTL
4288,EQIX,COR
4289,EQIX,SPY
4290,EQM,NI
4291,EQM,NFG
4292,EQM,D
4293,EQM,EQT
4294,EQM,WES
4295,EQM,KMI
4296,EQM,SPY
4297,EQR,MAA
4298,EQR,AIV
4299,EQR,AVB
4300,EQR,UDR
4301,EQR,IRT
4302,EQR,AMH
4303,EQR,SPY
4304,EQT,OKE
4305,EQT,COG
4306,EQT,EPD
4307,EQT,RRC
4308,EQT,SWN
4309,EQT,WMB
4310,EQT,AR
4311,EQT,SPY
4312,ERI,PENN
4313,ERI,CPHC
4314,ERI,CHDN
4315,ERI,UWN
4316,ERI,CZR
4317,ERI,FLL
4318,ERI,NYNY
4319,ERI,SPY
4320,ES,LNT
4321,ES,ED
4322,ES,D
4323,ES,PPL
4324,ES,UTL
4325,ES,AGR
4326,ES,NGG
4327,ES,XLU
4328,ES,SPY
4329,ESE,CGNX
4330,ESE,HURC
4331,ESE,ITRI
4332,ESE,AME
4333,ESE,DHR
4334,ESE,EMR
4335,ESE,HON
4336,ESE,MOG.A
4337,ESE,ROP
4338,ESE,XLK
4339,ESE,SPY
4340,ESGR,MHLD
4341,ESGR,RNR
4342,ESGR,RE
4343,ESGR,AXS
4344,ESGR,TPRE
4345,ESGR,SPY
4346,ESNT,RNR
4347,ESNT,RDN
4348,ESNT,MTG
4349,ESNT,AGO
4350,ESNT,NMIH
4351,ESNT,SPY
4352,ESPR,XLV
4353,ESPR,SPY
4354,ESRT,HIW
4355,ESRT,BXP
4356,ESRT,SLG
4357,ESRT,CLI
4358,ESRT,LXP
4359,ESRT,CUZ
4360,ESRT,LM
4361,ESRT,SPY
4362,ESS,EQR
4363,ESS,MAA
4364,ESS,AIV
4365,ESS,AVB
4366,ESS,UDR
4367,ESS,IRT
4368,ESS,AMH
4369,ESS,SPY
4370,ESV,DO
4371,ESV,RIG
4372,ESV,SDLP
4373,ESV,SPY
4374,ETFC,SIEB
4375,ETFC,AMTD
4376,ETFC,RJF
4377,ETFC,SCHW
4378,ETFC,SF
4379,ETFC,LTS
4380,ETFC,GCAP
4381,ETFC,LPLA
4382,ETFC,IBKR
4383,ETFC,SPY
4384,ETH,BSET
4385,ETH,BBBY
4386,ETH,FLXS
4387,ETH,HVT
4388,ETH,LZB
4389,ETH,PIR
4390,ETH,WSM
4391,ETH,TPX
4392,ETH,SPY
4393,ETM,SALM
4394,ETM,BBGI
4395,ETM,EMMS
4396,ETM,UONEK
4397,ETM,SGA
4398,ETM,SPY
4399,ETN,EMR
4400,ETN,RBC
4401,ETN,AOS
4402,ETN,SPY
4403,ETR,EE
4404,ETR,OGE
4405,ETR,ED
4406,ETR,AEP
4407,ETR,CMS
4408,ETR,SO
4409,ETR,EXC
4410,ETR,D
4411,ETR,PPL
4412,ETR,DUK
4413,ETR,XLU
4414,ETR,SPY
4415,ETSY,AMZN
4416,ETSY,EBAY
4417,ETSY,SPY
4418,EV,GROW
4419,EV,TROW
4420,EV,VRTS
4421,EV,WDR
4422,EV,FII
4423,EV,BEN
4424,EV,LM
4425,EV,MN
4426,EV,APAM
4427,EV,SPY
4428,EVA,ED
4429,EVA,OESX
4430,EVA,SPY
4431,EVH,CRY
4432,EVH,NHC
4433,EVH,XLK
4434,EVH,SPY
4435,EVR,GHL
4436,EVR,LAZ
4437,EVR,HF
4438,EVR,BX
4439,EVR,SPY
4440,EVRI,PENN
4441,EVRI,GPIC
4442,EVRI,BYD
4443,EVRI,SPY
4444,EVTC,XLK
4445,EVTC,SPY
4446,EW,ICUI
4447,EW,MMSI
4448,EW,LMAT
4449,EW,CRY
4450,EW,BSX
4451,EW,MDT
4452,EW,XLV
4453,EW,SPY
4454,EWBC,TCBK
4455,EWBC,CWBC
4456,EWBC,CATY
4457,EWBC,PPBI
4458,EWBC,SIVB
4459,EWBC,BMRC
4460,EWBC,FRC
4461,EWBC,SPY
4462,EXAS,MYGN
4463,EXAS,GHDX
4464,EXAS,VRML
4465,EXAS,IVC
4466,EXAS,ATRS
4467,EXAS,GEN
4468,EXAS,VCYT
4469,EXAS,XLV
4470,EXAS,SPY
4471,EXC,XLU
4472,EXC,SPY
4473,EXEL,AMGN
4474,EXEL,ARQL
4475,EXEL,AVEO
4476,EXEL,GSK
4477,EXEL,BMY
4478,EXEL,JNJ
4479,EXEL,PFE
4480,EXEL,SNY
4481,EXEL,MRK
4482,EXEL,XLV
4483,EXEL,SPY
4484,EXLS,INOD
4485,EXLS,WLDN
4486,EXLS,WNS
4487,EXLS,BR
4488,EXLS,G
4489,EXLS,AXR
4490,EXLS,INFY
4491,EXLS,SPY
4492,EXP,USLM
4493,EXP,USG
4494,EXP,MLM
4495,EXP,CRH
4496,EXP,VMC
4497,EXP,CBPX
4498,EXP,CPAC
4499,EXP,SPY
4500,EXPD,HUBG
4501,EXPD,CHRW
4502,EXPD,UPS
4503,EXPD,FDX
4504,EXPD,RLGT
4505,EXPD,SPY
4506,EXPE,BKNG
4507,EXPE,TRIP
4508,EXPE,TZOO
4509,EXPE,CTRP
4510,EXPE,MYYT
4511,EXPE,SPY
4512,EXPO,FORR
4513,EXPO,HURN
4514,EXPO,LUNA
4515,EXPO,HCKT
4516,EXPO,MMS
4517,EXPO,NCI
4518,EXPO,GPX
4519,EXPO,FCN
4520,EXPO,HIL
4521,EXPO,LTBR
4522,EXPO,SPY
4523,EXPR,URBN
4524,EXPR,ZUMZ
4525,EXPR,ANF
4526,EXPR,AEO
4527,EXPR,BKE
4528,EXPR,GPS
4529,EXPR,TLRD
4530,EXPR,BEBE
4531,EXPR,SPY
4532,EXR,PSA
4533,EXR,AKR
4534,EXR,SP
4535,EXR,LSI
4536,EXR,SPY
4537,EXTN,NOV
4538,EXTN,OIS
4539,EXTN,SPY
4540,EXTR,CSCO
4541,EXTR,ADTN
4542,EXTR,ERIC
4543,EXTR,INFN
4544,EXTR,JNPR
4545,EXTR,MSI
4546,EXTR,HPQ
4547,EXTR,RBBN
4548,EXTR,XLK
4549,EXTR,SPY
4550,EYE,BCI
4551,EYE,SPY
4552,EZPW,AMRK
4553,EZPW,ENVA
4554,EZPW,FCFS
4555,EZPW,SPY
4556,F,TSLA
4557,F,HMC
4558,F,TM
4559,F,TTM
4560,F,GM
4561,F,SPY
4562,FAF,ITIC
4563,FAF,ORI
4564,FAF,STC
4565,FAF,ARGO
4566,FAF,SPY
4567,FANG,AREX
4568,FANG,PXD
4569,FANG,OXY
4570,FANG,CXO
4571,FANG,PE
4572,FANG,SPY
4573,FARO,FLIR
4574,FARO,OSIS
4575,FARO,MTSC
4576,FARO,PRCP
4577,FARO,TRMB
4578,FARO,AME
4579,FARO,GE
4580,FARO,NOC
4581,FARO,XLK
4582,FARO,SPY
4583,FAST,LAWS
4584,FAST,MSM
4585,FAST,AXE
4586,FAST,WCC
4587,FAST,GWW
4588,FAST,HDS
4589,FAST,SPY
4590,FATE,NBIX
4591,FATE,BDX
4592,FATE,SRPT
4593,FATE,PTCT
4594,FATE,IONS
4595,FATE,XLV
4596,FATE,SPY
4597,FB,MSFT
4598,FB,IAC
4599,FB,TWTR
4600,FB,WB
4601,FB,GOOGL
4602,FB,RENN
4603,FB,MEET
4604,FB,XLK
4605,FB,SPY
4606,FBC,FCAP
4607,FBC,TFSL
4608,FBC,HMST
4609,FBC,WSBF
4610,FBC,SPY
4611,FBHS,AMWD
4612,FBHS,PATK
4613,FBHS,MAS
4614,FBHS,AWI
4615,FBHS,SPY
4616,FBK,SPY
4617,FBNC,MBWM
4618,FBNC,PEBK
4619,FBNC,FCNCA
4620,FBNC,SPY
4621,FBP,BNS
4622,FBP,FCNCA
4623,FBP,NWBI
4624,FBP,SGB
4625,FBP,BOTJ
4626,FBP,BPOP
4627,FBP,OFG
4628,FBP,UBSH
4629,FBP,SPY
4630,FCBC,SPY
4631,FCF,DNBF
4632,FCF,EMCF
4633,FCF,BMTC
4634,FCF,CCNE
4635,FCF,FULT
4636,FCF,PWOD
4637,FCF,STBA
4638,FCF,ASRV
4639,FCF,FNB
4640,FCF,PFIS
4641,FCF,SPY
4642,FCFS,EZPW
4643,FCFS,WINA
4644,FCFS,V
4645,FCFS,SPY
4646,FCN,RECN
4647,FCN,HURN
4648,FCN,CRAI
4649,FCN,ICFI
4650,FCN,III
4651,FCN,HCKT
4652,FCN,NCI
4653,FCN,SPY
4654,FCNCA,BOKF
4655,FCNCA,CBSH
4656,FCNCA,PEBK
4657,FCNCA,FBNC
4658,FCNCA,BBT
4659,FCNCA,WFC
4660,FCNCA,STI
4661,FCNCA,TCF
4662,FCNCA,SPY
4663,FCPT,NYMT
4664,FCPT,O
4665,FCPT,NTP
4666,FCPT,SPY
4667,FCX,TECK
4668,FCX,BBL
4669,FCX,RIO
4670,FCX,APC
4671,FCX,NEM
4672,FCX,BHP
4673,FCX,SCCO
4674,FCX,VALE
4675,FCX,SPY
4676,FDC,PFPT
4677,FDC,PFM
4678,FDC,PCYG
4679,FDC,SPY
4680,FDEF,UCFC
4681,FDEF,FCAP
4682,FDEF,CZWI
4683,FDEF,TFSL
4684,FDEF,FBC
4685,FDEF,WAYN
4686,FDEF,SPY
4687,FDP,LMNR
4688,FDP,SAFM
4689,FDP,CVGW
4690,FDP,SJM
4691,FDP,SPY
4692,FDS,MORN
4693,FDS,MCO
4694,FDS,MSCI
4695,FDS,ENV
4696,FDS,NWSA
4697,FDS,FOX
4698,FDS,SPGI
4699,FDS,SPY
4700,FDX,AIRT
4701,FDX,EXPD
4702,FDX,CHRW
4703,FDX,ATSG
4704,FDX,UPS
4705,FDX,SPY
4706,FE,ED
4707,FE,AEP
4708,FE,PEG
4709,FE,SO
4710,FE,EXC
4711,FE,D
4712,FE,PPL
4713,FE,NRG
4714,FE,NEE
4715,FE,XLU
4716,FE,SPY
4717,FELE,AMOT
4718,FELE,FLS
4719,FELE,AME
4720,FELE,DOV
4721,FELE,GRC
4722,FELE,RBC
4723,FELE,AOS
4724,FELE,CFX
4725,FELE,SVT
4726,FELE,XYL
4727,FELE,SPY
4728,FELP,ARLP
4729,FELP,NRP
4730,FELP,CNX
4731,FELP,SPY
4732,FET,NOV
4733,FET,SLB
4734,FET,DRQ
4735,FET,HLX
4736,FET,AROC
4737,FET,BHGE
4738,FET,SPY
4739,FEYE,INTC
4740,FEYE,CHKP
4741,FEYE,SYMC
4742,FEYE,IBM
4743,FEYE,PFPT
4744,FEYE,PANW
4745,FEYE,QLYS
4746,FEYE,HPQ
4747,FEYE,XLK
4748,FEYE,SPY
4749,FF,GPRE
4750,FF,ADM
4751,FF,HON
4752,FF,REGI
4753,FF,SPY
4754,FFBC,PEBO
4755,FFBC,UBCP
4756,FFBC,OVBC
4757,FFBC,UBOH
4758,FFBC,HBAN
4759,FFBC,WSBC
4760,FFBC,PRK
4761,FFBC,LCNB
4762,FFBC,FMNB
4763,FFBC,SBFG
4764,FFBC,SPY
4765,FFG,UNM
4766,FFG,CIA
4767,FFG,CNO
4768,FFG,SPY
4769,FFIC,DCOM
4770,FFIC,ESBK
4771,FFIC,GCBC
4772,FFIC,LSBK
4773,FFIC,CARV
4774,FFIC,NFBK
4775,FFIC,SPY
4776,FFIN,IBOC
4777,FFIN,SBSI
4778,FFIN,TCBI
4779,FFIN,CFR
4780,FFIN,PB
4781,FFIN,IBTX
4782,FFIN,LTXB
4783,FFIN,SPY
4784,FFIV,XLK
4785,FFIV,SPY
4786,FFWM,BHB
4787,FFWM,BWFG
4788,FFWM,SPY
4789,FGEN,ILMN
4790,FGEN,HBIO
4791,FGEN,AXDX
4792,FGEN,XLRN
4793,FGEN,XLV
4794,FGEN,SPY
4795,FHB,SPY
4796,FHN,PNFP
4797,FHN,BBT
4798,FHN,PNC
4799,FHN,STI
4800,FHN,SNV
4801,FHN,SPY
4802,FI,SPN
4803,FI,NOV
4804,FI,DRQ
4805,FI,GE
4806,FI,TTI
4807,FI,RDS.A
4808,FI,WFT
4809,FI,BHGE
4810,FI,SPY
4811,FIBK,HTLF
4812,FIBK,GBCI
4813,FIBK,ZION
4814,FIBK,WFC
4815,FIBK,TCF
4816,FIBK,USB
4817,FIBK,WAL
4818,FIBK,NBHC
4819,FIBK,SPY
4820,FICO,PEGA
4821,FICO,FISV
4822,FICO,ACIW
4823,FICO,VRSK
4824,FICO,EFX
4825,FICO,IBM
4826,FICO,CLGX
4827,FICO,XLK
4828,FICO,SPY
4829,FII,GROW
4830,FII,SEIC
4831,FII,TROW
4832,FII,VRTS
4833,FII,WDR
4834,FII,EV
4835,FII,BEN
4836,FII,LM
4837,FII,MN
4838,FII,SPY
4839,FIS,EEFT
4840,FIS,FISV
4841,FIS,ACIW
4842,FIS,TSS
4843,FIS,ADS
4844,FIS,GPN
4845,FIS,MA
4846,FIS,V
4847,FIS,SPY
4848,FISV,INTU
4849,FISV,JKHY
4850,FISV,EBAY
4851,FISV,ACIW
4852,FISV,TSS
4853,FISV,FIS
4854,FISV,MA
4855,FISV,WU
4856,FISV,V
4857,FISV,SPY
4858,FIT,XLK
4859,FIT,SPY
4860,FITB,WTFC
4861,FITB,CBSH
4862,FITB,HBAN
4863,FITB,BAC
4864,FITB,PNC
4865,FITB,WFC
4866,FITB,STI
4867,FITB,TCF
4868,FITB,LCNB
4869,FITB,SPY
4870,FIVE,FRED
4871,FIVE,DLTR
4872,FIVE,BIG
4873,FIVE,DG
4874,FIVE,SPY
4875,FIVN,CTXS
4876,FIVN,NICE
4877,FIVN,LPSN
4878,FIVN,CRM
4879,FIVN,SREV
4880,FIVN,EGAN
4881,FIVN,ZEN
4882,FIVN,XLK
4883,FIVN,SPY
4884,FIX,EME
4885,FIX,PWR
4886,FIX,TPC
4887,FIX,IESC
4888,FIX,SPY
4889,FIXX,XLV
4890,FIXX,SPY
4891,FIZZ,COT
4892,FIZZ,COKE
4893,FIZZ,KO
4894,FIZZ,REED
4895,FIZZ,MNST
4896,FIZZ,CCEP
4897,FIZZ,PEP
4898,FIZZ,SPY
4899,FL,SCVL
4900,FL,GCO
4901,FL,NKE
4902,FL,CAL
4903,FL,SPY
4904,FLEX,XLK
4905,FLEX,SPY
4906,FLIC,BDGE
4907,FLIC,FISI
4908,FLIC,AROW
4909,FLIC,NBTB
4910,FLIC,CBU
4911,FLIC,EVBN
4912,FLIC,SPY
4913,FLIR,ESLT
4914,FLIR,CUB
4915,FLIR,GD
4916,FLIR,HON
4917,FLIR,NOC
4918,FLIR,TMO
4919,FLIR,UTX
4920,FLIR,RTN
4921,FLIR,LLL
4922,FLIR,XLK
4923,FLIR,SPY
4924,FLO,JJSF
4925,FLO,CPB
4926,FLO,THS
4927,FLO,POST
4928,FLO,SPY
4929,FLOW,MIDD
4930,FLOW,SXI
4931,FLOW,WBT
4932,FLOW,SPY
4933,FLR,MTZ
4934,FLR,PWR
4935,FLR,JEC
4936,FLR,KBR
4937,FLR,ACM
4938,FLR,TPC
4939,FLR,BWXT
4940,FLR,SPY
4941,FLS,DOV
4942,FLS,GRC
4943,FLS,GGG
4944,FLS,IEX
4945,FLS,ITW
4946,FLS,PH
4947,FLS,CFX
4948,FLS,IR
4949,FLS,XYL
4950,FLS,ITT
4951,FLS,SPY
4952,FLT,EEFT
4953,FLT,GPN
4954,FLT,FIS
4955,FLT,MA
4956,FLT,V
4957,FLT,WEX
4958,FLT,SPY
4959,FLWS,SBUX
4960,FLWS,BBBY
4961,FLWS,BKS
4962,FLWS,SPY
4963,FLXN,JNJ
4964,FLXN,PFE
4965,FLXN,PCRX
4966,FLXN,ACRX
4967,FLXN,INSY
4968,FLXN,AMPE
4969,FLXN,REPH
4970,FLXN,CARA
4971,FLXN,XLV
4972,FLXN,SPY
4973,FMBH,FCBC
4974,FMBH,OVBC
4975,FMBH,FCNCA
4976,FMBH,STBA
4977,FMBH,TCBI
4978,FMBH,RNST
4979,FMBH,HOMB
4980,FMBH,MOFG
4981,FMBH,TMP
4982,FMBH,BXS
4983,FMBH,SPY
4984,FMBI,OSBC
4985,FMBI,WTFC
4986,FMBI,BUSE
4987,FMBI,SPY
4988,FMC,EMN
4989,FMC,AVD
4990,FMC,CHD
4991,FMC,PPG
4992,FMC,MBII
4993,FMC,ASH
4994,FMC,DWDP
4995,FMC,SPY
4996,FN,CLS
4997,FN,COHR
4998,FN,IIVI
4999,FN,KBAL
5000,FN,PLXS
5001,FN,IPGP
5002,FN,BHE
5003,FN,SANM
5004,FN,VIAV
5005,FN,XLK
5006,FN,SPY
5007,FNB,BMTC
5008,FNB,FULT
5009,FNB,HBAN
5010,FNB,STBA
5011,FNB,UVSP
5012,FNB,PNFP
5013,FNB,MTB
5014,FNB,FCF
5015,FNB,RF
5016,FNB,ACNB
5017,FNB,SPY
5018,FND,HDS
5019,FND,HBP
5020,FND,IBP
5021,FND,GMS
5022,FND,SPY
5023,FNKO,SPY
5024,FNSR,CSCO
5025,FNSR,NPTN
5026,FNSR,EMKR
5027,FNSR,AAOI
5028,FNSR,VIAV
5029,FNSR,XLK
5030,FNSR,SPY
5031,FOE,GRA
5032,FOE,OMN
5033,FOE,CBT
5034,FOE,PPG
5035,FOE,RPM
5036,FOE,SXT
5037,FOE,HUN
5038,FOE,KRO
5039,FOE,DWDP
5040,FOE,SPY
5041,FOLD,XLV
5042,FOLD,SPY
5043,FOR,STRS
5044,FOR,JOE
5045,FOR,CKX
5046,FOR,TRC
5047,FOR,HHC
5048,FOR,SPY
5049,FORM,AMAT
5050,FORM,AEHR
5051,FORM,COHU
5052,FORM,MU
5053,FORM,NANO
5054,FORM,TRT
5055,FORM,INTT
5056,FORM,XLK
5057,FORM,SPY
5058,FORR,EXPO
5059,FORR,SCOR
5060,FORR,IT
5061,FORR,NLSN
5062,FORR,SPY
5063,FOSL,MOV
5064,FOSL,TPR
5065,FOSL,SPY
5066,FOX,SPY
5067,FOXF,CAAS
5068,FOXF,AXL
5069,FOXF,TEN
5070,FOXF,DAN
5071,FOXF,TOWR
5072,FOXF,VC
5073,FOXF,SPY
5074,FR,EGP
5075,FR,MNR
5076,FR,DLR
5077,FR,COR
5078,FR,STAG
5079,FR,PLD
5080,FR,REXR
5081,FR,QTS
5082,FR,SPY
5083,FRAC,PUMP
5084,FRAC,SPY
5085,FRGI,JACK
5086,FRGI,LUB
5087,FRGI,SYY
5088,FRGI,YUM
5089,FRGI,DPZ
5090,FRGI,CMG
5091,FRGI,SPY
5092,FRME,THFF
5093,FRME,LKFN
5094,FRME,GABC
5095,FRME,SRCE
5096,FRME,HBNC
5097,FRME,MFSF
5098,FRME,ONB
5099,FRME,SPY
5100,FRPH,GRIF
5101,FRPH,TRNO
5102,FRPH,IOR
5103,FRPH,SPY
5104,FRPT,SMG
5105,FRPT,POST
5106,FRPT,PAHC
5107,FRPT,SPY
5108,FRT,MAC
5109,FRT,BDN
5110,FRT,PMT
5111,FRT,SPY
5112,FSB,PWOD
5113,FSB,PRK
5114,FSB,SPY
5115,FSCT,NTGR
5116,FSCT,XLK
5117,FSCT,SPY
5118,FSLR,XLK
5119,FSLR,SPY
5120,FSS,CTAS
5121,FSS,GNTX
5122,FSS,SPAR
5123,FSS,KNDI
5124,FSS,TTM
5125,FSS,SPY
5126,FTAI,SPY
5127,FTI,NOV
5128,FTI,OIS
5129,FTI,SPY
5130,FTNT,CSCO
5131,FTNT,ADTN
5132,FTNT,CHKP
5133,FTNT,FFIV
5134,FTNT,SYMC
5135,FTNT,NTGR
5136,FTNT,JNPR
5137,FTNT,PANW
5138,FTNT,FEYE
5139,FTNT,HPQ
5140,FTNT,XLK
5141,FTNT,SPY
5142,FTV,MKSI
5143,FTV,MLAB
5144,FTV,PRCP
5145,FTV,LGL
5146,FTV,XLK
5147,FTV,SPY
5148,FUL,PPG
5149,FUL,RPM
5150,FUL,SHW
5151,FUL,SPY
5152,FULT,DNBF
5153,FULT,BMTC
5154,FULT,PWOD
5155,FULT,ASRV
5156,FULT,MTB
5157,FULT,FCF
5158,FULT,FNB
5159,FULT,PNC
5160,FULT,ACNB
5161,FULT,PFIS
5162,FULT,SPY
5163,FUN,SIX
5164,FUN,SEAS
5165,FUN,SPY
5166,FWONA,NXST
5167,FWONA,SPY
5168,FWRD,EXPD
5169,FWRD,ODFL
5170,FWRD,ULH
5171,FWRD,SAIA
5172,FWRD,FDX
5173,FWRD,RRTS
5174,FWRD,ARCB
5175,FWRD,SPY
5176,G,ADP
5177,G,CTSH
5178,G,EXLS
5179,G,ASPS
5180,G,IBM
5181,G,ACN
5182,G,INFY
5183,G,XRX
5184,G,SPY
5185,GABC,THFF
5186,GABC,LKFN
5187,GABC,FRME
5188,GABC,SRCE
5189,GABC,HBNC
5190,GABC,MFSF
5191,GABC,ONB
5192,GABC,ASB
5193,GABC,SPY
5194,GATX,WLFC
5195,GATX,CAT
5196,GATX,GE
5197,GATX,R
5198,GATX,TRN
5199,GATX,SPY
5200,GBCI,ZION
5201,GBCI,FIBK
5202,GBCI,WFC
5203,GBCI,USB
5204,GBCI,WAL
5205,GBCI,NBHC
5206,GBCI,SPY
5207,GBL,AMG
5208,GBL,WDR
5209,GBL,EV
5210,GBL,BEN
5211,GBL,BLK
5212,GBL,AB
5213,GBL,IVZ
5214,GBL,OAK
5215,GBL,SPY
5216,GBLI,NAVG
5217,GBLI,WRB
5218,GBLI,MKL
5219,GBLI,RLI
5220,GBLI,TRV
5221,GBLI,ARGO
5222,GBLI,SPY
5223,GBT,OMER
5224,GBT,XLV
5225,GBT,SPY
5226,GBX,RAIL
5227,GBX,TRN
5228,GBX,WAB
5229,GBX,SPY
5230,GCI,SPY
5231,GCP,NL
5232,GCP,NGVT
5233,GCP,SPY
5234,GD,KTOS
5235,GD,LMT
5236,GD,BA
5237,GD,HON
5238,GD,NOC
5239,GD,TXT
5240,GD,RTN
5241,GD,SPY
5242,GDDY,LPSN
5243,GDDY,MCHX
5244,GDDY,LLNW
5245,GDDY,XLK
5246,GDDY,SPY
5247,GDEN,PENN
5248,GDEN,CNTY
5249,GDEN,CPHC
5250,GDEN,SGMS
5251,GDEN,UWN
5252,GDEN,CZR
5253,GDEN,FLL
5254,GDEN,ERI
5255,GDEN,NYNY
5256,GDEN,SPY
5257,GDI,TTI
5258,GDI,NGS
5259,GDI,USAC
5260,GDI,XLK
5261,GDI,SPY
5262,GDOT,EBAY
5263,GDOT,TSS
5264,GDOT,WMT
5265,GDOT,MA
5266,GDOT,V
5267,GDOT,SPY
5268,GE,CAT
5269,GE,DHR
5270,GE,HON
5271,GE,TMO
