,ticker,name
1806,SHLX,SHLX (Shell Midstream Partners LP)
1807,SHO,SHO (Sunstone Hotel Investors Inc)
1808,SHOO,SHOO (Steven Madden Ltd)
1809,SHW,SHW (Sherwin-Williams Co)
1810,SIEN,SIEN (Sientra Inc)
1811,SIG,SIG (Signet Jewelers Ltd)
1812,SIGI,SIGI (Selective Insurance Group Inc)
1813,SIRI,SIRI (Sirius XM Holdings Inc)
1814,SITE,SITE (SiteOne Landscape Supply Inc)
1815,SIVB,SIVB (SVB Financial Group)
1816,SIX,SIX (Six Flags Entertainment Corp)
1817,SJI,SJI (South Jersey Industries Inc)
1818,SJM,SJM (J M Smucker Co)
1819,SJW,SJW (SJW Group)
1820,SKX,SKX (Skechers USA Inc)
1821,SKY,SKY (Skyline Corp)
1822,SKYW,SKYW (SkyWest Inc)
1823,SLAB,SLAB (Silicon Laboratories Inc)
1824,SLB,SLB (Schlumberger NV)
1825,SLCA,SLCA (U.S. Silica Holdings Inc)
1826,SLDB,SLDB (Solid Biosciences Inc)
1827,SLG,SLG (SL Green Realty Corp)
1828,SLGN,SLGN (Silgan Holdings Inc)
1829,SLM,SLM (SLM Corp)
1830,SM,SM (SM Energy Co)
1831,SMG,SMG (Scotts Miracle-Gro Co)
1832,SMLP,SMLP (Summit Midstream Partners LP)
1833,SMP,SMP (Standard Motor Products Inc)
1834,SMTC,SMTC (Semtech Corp)
1835,SNA,SNA (Snap-On Inc)
1836,SNAP,SNAP (Snap Inc)
1837,SNBR,SNBR (Sleep Number Corp)
1838,SNDR,SNDR (Schneider National Inc)
1839,SNH,SNH (Senior Housing Properties Trust)
1840,SNHY,SNHY (Sun Hydraulics Corp)
1841,SNPS,SNPS (Synopsys Inc)
1842,SNV,SNV (Synovus Financial Corp)
1843,SNX,SNX (SYNNEX Corp)
1844,SO,SO (Southern Co)
1845,SOHU,SOHU (Sohu.Com Inc)
1846,SON,SON (Sonoco Products Co)
1847,SP,SP (SP Plus Corp)
1848,SPB,SPB (Spectrum Brands Holdings Inc)
1849,SPG,SPG (Simon Property Group Inc)
1850,SPGI,SPGI (S&P Global Inc)
1851,SPH,SPH (Suburban Propane Partners LP)
1852,SPLK,SPLK (Splunk Inc)
1853,SPLP,SPLP (Steel Partners Holdings LP)
1854,SPMD,SPMD (SUPERMEDIA INC.)
1855,SPN,SPN (Superior Energy Services Inc)
1856,SPPI,SPPI (Spectrum Pharmaceuticals Inc)
1857,SPR,SPR (Spirit AeroSystems Holdings Inc)
1858,SPSC,SPSC (SPS Commerce Inc)
1859,SPTN,SPTN (SpartanNash Co)
1860,SPWR,SPWR (SunPower Corp)
1861,SPXC,SPXC (SPX Corp)
1862,SQ,SQ (Square Inc)
1863,SR,SR (Spire Inc)
1864,SRC,SRC (Spirit Realty Capital Inc)
1865,SRCE,SRCE (1st Source Corp)
1866,SRCI,SRCI (SRC Energy Inc)
1867,SRCL,SRCL (Stericycle Inc)
1868,SRDX,SRDX (SurModics Inc)
1869,SRE,SRE (Sempra Energy)
1870,SRG,SRG (Seritage Growth Properties)
1871,SRI,SRI (Stoneridge Inc)
1872,SRLP,SRLP (Sprague Resources LP)
1873,SRPT,SRPT (Sarepta Therapeutics Inc)
1874,SSB,SSB (South State Corp)
1875,SSD,SSD (Simpson Manufacturing Co Inc)
1876,SSNC,SSNC (SS&C Technologies Holdings Inc)
1877,SSP,SSP (E. W. Scripps Co)
1878,SSTK,SSTK (Shutterstock Inc)
1879,ST,ST (Sensata Technologies Holding NV)
1880,STAA,STAA (STAAR Surgical Co)
1881,STAG,STAG (STAG Industrial Inc)
1882,STAR,STAR (iStar Inc)
1883,STAY,STAY (Extended Stay America Inc)
1884,STBA,STBA (S&T Bancorp Inc)
1885,STC,STC (Stewart Information Services Corp)
1886,STE,STE (STERIS plc)
1887,STFC,STFC (State Auto Financial Corp)
1888,STI,STI (SunTrust Banks Inc)
1889,STKL,STKL (Sunopta Inc)
1890,STL,STL (Sterling Bancorp)
1891,STLD,STLD (Steel Dynamics Inc)
1892,STMP,STMP (Stamps.Com Inc)
1893,STOR,STOR (Store Capital Corp)
1894,STRA,STRA (Strayer Education Inc)
1895,STT,STT (State Street Corp)
1896,STWD,STWD (Starwood Property Trust Inc)
1897,STX,STX (Seagate Technology PLC)
1898,STZ,STZ (Constellation Brands Inc)
1899,SUI,SUI (Sun Communities Inc)
1900,SUM,SUM (Summit Materials Inc)
1901,SUN,SUN (Sunoco LP)
1902,SUP,SUP (Superior Industries International Inc)
1903,SUPN,SUPN (Supernus Pharmaceuticals Inc)
1904,SWK,SWK (Stanley Black & Decker Inc)
1905,SWKS,SWKS (Skyworks Solutions Inc)
1906,SWM,SWM (Schweitzer-Mauduit International Inc)
1907,SWN,SWN (Southwestern Energy Co)
1908,SWX,SWX (Southwest Gas Holdings Inc)
1909,SXC,SXC (SunCoke Energy Inc)
1910,SXCP,SXCP (SunCoke Energy Partners LP)
1911,SXI,SXI (Standex International Corp)
1912,SXT,SXT (Sensient Technologies Corp)
1913,SYBT,SYBT (Stock Yards Bancorp Inc)
1914,SYF,SYF (Synchrony Financial)
1915,SYK,SYK (Stryker Corp)
1916,SYKE,SYKE (Sykes Enterprises Inc)
1917,SYMC,SYMC (Symantec Corp)
1918,SYNA,SYNA (Synaptics Inc)
1919,SYNH,SYNH (Syneos Health Inc)
1920,SYX,SYX (Systemax Inc)
1921,SYY,SYY (Sysco Corp)
1922,T,T (AT&T Inc)
1923,TAP,TAP (Molson Coors Brewing Co)
1924,TAST,TAST (Carrols Restaurant Group Inc)
1925,TBBK,TBBK (Bancorp Inc)
1926,TBI,TBI (TrueBlue Inc)
1927,TBK,TBK (Triumph Bancorp Inc)
1928,TBPH,TBPH (Theravance Biopharma Inc)
1929,TCBI,TCBI (Texas Capital Bancshares Inc)
1930,TCBK,TCBK (Trico Bancshares)
1931,TCMD,TCMD (Tactile Systems Technology Inc)
1932,TCO,TCO (Taubman Centers Inc)
1933,TCP,TCP (TC PipeLines LP)
1934,TCX,TCX (Tucows Inc)
1935,TDC,TDC (Teradata Corp)
1936,TDG,TDG (TransDigm Group Inc)
1937,TDOC,TDOC (Teladoc Inc)
1938,TDS,TDS (Telephone and Data Systems Inc)
1939,TDW,TDW (Tidewater Inc)
1940,TDY,TDY (Teledyne Technologies Inc)
1941,TECD,TECD (Tech Data Corp)
1942,TECH,TECH (Bio-Techne Corp)
1943,TEL,TEL (TE Connectivity Ltd)
1944,TELL,TELL (Tellurian Inc)
1945,TEN,TEN (Tenneco Inc)
1946,TER,TER (Teradyne Inc)
1947,TERP,TERP (TerraForm Power Inc)
1948,TEVA,TEVA (Teva Pharmaceutical Industries Ltd)
1949,TEX,TEX (Terex Corp)
1950,TFSL,TFSL (TFS Financial Corp)
1951,TFX,TFX (Teleflex Inc)
1952,TG,TG (Tredegar Corp)
1953,TGE,TGE (Tallgrass Energy GP LP)
1954,TGI,TGI (Triumph Group Inc)
1955,TGNA,TGNA (Tegna Inc)
1956,TGT,TGT (Target Corp)
1957,THC,THC (Tenet Healthcare Corp)
1958,THFF,THFF (First Financial Corp)
1959,THG,THG (Hanover Insurance Group Inc)
1960,THO,THO (Thor Industries Inc)
1961,THR,THR (Thermon Group Holdings Inc)
1962,THRM,THRM (Gentherm Inc)
1963,THS,THS (TreeHouse Foods Inc)
1964,TIER,TIER (TIER REIT Inc)
1965,TIF,TIF (Tiffany & Co)
1966,TILE,TILE (Interface Inc)
1967,TISI,TISI (Team Inc)
1968,TIVO,TIVO (TiVo Corp)
1969,TJX,TJX (TJX Companies Inc)
1970,TKR,TKR (Timken Co)
1971,TLRD,TLRD (Tailored Brands Inc)
1972,TLYS,TLYS (Tillys Inc)
1973,TMHC,TMHC (Taylor Morrison Home Corp)
1974,TMK,TMK (Torchmark Corp)
1975,TMO,TMO (Thermo Fisher Scientific Inc)
1976,TMP,TMP (Tompkins Financial Corp)
1977,TMST,TMST (TimkenSteel Corp)
1978,TMUS,TMUS (T-Mobile US Inc)
1979,TNC,TNC (Tennant Co)
1980,TNDM,TNDM (Tandem Diabetes Care Inc)
1981,TNET,TNET (TriNet Group Inc)
1982,TOL,TOL (Toll Brothers Inc)
1983,TOWR,TOWR (Tower International Inc)
1984,TPB,TPB (Turning Point Brands Inc)
1985,TPC,TPC (Tutor Perini Corp)
1986,TPH,TPH (TRI Pointe Group Inc)
1987,TPIC,TPIC (TPI Composites Inc)
1988,TPL,TPL (Texas Pacific Land Trust)
1989,TPR,TPR (Tapestry Inc)
1990,TPRE,TPRE (Third Point Reinsurance Ltd)
1991,TPX,TPX (Tempur Sealy International Inc)
1992,TR,TR (Tootsie Roll Industries Inc)
1993,TRCO,TRCO (Tribune Media Co)
1994,TREE,TREE (LendingTree Inc)
1995,TREX,TREX (Trex Company Inc)
1996,TRGP,TRGP (Targa Resources Corp)
1997,TRIP,TRIP (TripAdvisor Inc)
1998,TRK,TRK (Speedway Motorsports Inc)
1999,TRMB,TRMB (Trimble Inc)
2000,TRMK,TRMK (Trustmark Corp)
2001,TRN,TRN (Trinity Industries Inc)
2002,TRNO,TRNO (Terreno Realty Corp)
2003,TROW,TROW (T. Rowe Price Group Inc)
2004,TROX,TROX (Tronox Ltd)
2005,TRS,TRS (TriMas Corp)
2006,TRST,TRST (TrustCo Bank Corp N Y)
2007,TRTN,TRTN (Triton International Ltd)
2008,TRTX,TRTX (TPG RE Finance Trust Inc)
2009,TRU,TRU (TransUnion)
2010,TRUE,TRUE (TrueCar Inc)
2011,TRUP,TRUP (Trupanion Inc)
2012,TRV,TRV (Travelers Companies Inc)
2013,TRXC,TRXC (Transenterix Inc)
2014,TSC,TSC (TriState Capital Holdings Inc)
2015,TSCO,TSCO (Tractor Supply Co)
2016,TSE,TSE (Trinseo SA)
2017,TSLA,TSLA (Tesla Inc)
2018,TSN,TSN (Tyson Foods Inc)
2019,TSS,TSS (Total System Services Inc)
2020,TTC,TTC (Toro Co)
2021,TTD,TTD (Trade Desk Inc)
2022,TTEC,TTEC (TTEC Holdings Inc)
2023,TTEK,TTEK (Tetra Tech Inc)
2024,TTGT,TTGT (TechTarget Inc)
2025,TTMI,TTMI (TTM Technologies Inc)
2026,TTWO,TTWO (Take-Two Interactive Software Inc)
2027,TUP,TUP (Tupperware Brands Corp)
2028,TUSK,TUSK (Mammoth Energy Services Inc)
2029,TVPT,TVPT (Travelport Worldwide Ltd)
2030,TVTY,TVTY (Tivity Health Inc)
2031,TWLO,TWLO (Twilio Inc)
2032,TWNK,TWNK (Hostess Brands Inc)
2033,TWO,TWO (Two Harbors Investment Corp)
2034,TWOU,TWOU (2U Inc)
2035,TWTR,TWTR (Twitter Inc)
2036,TXMD,TXMD (TherapeuticsMD Inc)
2037,TXN,TXN (Texas Instruments Inc)
2038,TXRH,TXRH (Texas Roadhouse Inc)
2039,TXT,TXT (Textron Inc)
2040,TYL,TYL (Tyler Technologies Inc)
2041,TYPE,TYPE (Monotype Imaging Holdings Inc)
2042,UA,UA (Under Armour Inc)
2043,UAL,UAL (United Continental Holdings Inc)
2044,UBNK,UBNK (United Financial Bancorp Inc)
2045,UBNT,UBNT (Ubiquiti Networks Inc)
2046,UBP,UBP (Urstadt Biddle Properties Inc)
2047,UBSH,UBSH (Union Bankshares Corp)
2048,UBSI,UBSI (United Bankshares Inc)
2049,UCBI,UCBI (United Community Banks Inc)
2050,UDR,UDR (UDR Inc)
2051,UE,UE (Urban Edge Properties)
2052,UFCS,UFCS (United Fire Group Inc)
2053,UFPI,UFPI (Universal Forest Products Inc)
2054,UFS,UFS (Domtar Corp)
2055,UGI,UGI (UGI Corp)
2056,UHAL,UHAL (Amerco)
2057,UHS,UHS (Universal Health Services Inc)
2058,UHT,UHT (Universal Health Realty Income Trust)
2059,UIHC,UIHC (United Insurance Holdings Corp)
2060,UIS,UIS (Unisys Corp)
2061,ULH,ULH (Universal Logistics Holdings Inc)
2062,ULTA,ULTA (Ulta Beauty Inc)
2063,ULTI,ULTI (Ultimate Software Group Inc)
2064,UMBF,UMBF (UMB Financial Corp)
2065,UMH,UMH (UMH Properties Inc)
2066,UMPQ,UMPQ (Umpqua Holdings Corp)
2067,UNF,UNF (UniFirst Corp)
2068,UNFI,UNFI (United Natural Foods Inc)
2069,UNH,UNH (UnitedHealth Group Inc)
2070,UNIT,UNIT (Uniti Group Inc)
2071,UNM,UNM (Unum Group)
2072,UNP,UNP (Union Pacific Corp)
2073,UNT,UNT (Unit Corp)
2074,UNVR,UNVR (Univar Inc)
2075,UPLD,UPLD (Upland Software Inc)
2076,UPS,UPS (United Parcel Service Inc)
2077,URBN,URBN (Urban Outfitters Inc)
2078,URI,URI (United Rentals Inc)
2079,USB,USB (U.S. Bancorp)
2080,USCR,USCR (US Concrete Inc)
2081,USFD,USFD (US Foods Holding Corp)
2082,USG,USG (USG Corp)
2083,USM,USM (United States Cellular Corp)
2084,USNA,USNA (USANA Health Sciences Inc)
2085,USPH,USPH (U.S. Physical Therapy Inc)
2086,UTHR,UTHR (United Therapeutics Corp)
2087,UTL,UTL (Unitil Corp)
2088,UTX,UTX (United Technologies Corp)
2089,UVE,UVE (Universal Insurance Holdings Inc)
2090,UVSP,UVSP (Univest Corporation of Pennsylvania)
2091,UVV,UVV (Universal Corp)
2092,V,V (Visa Inc)
2093,VAC,VAC (Marriott Vacations Worldwide Corp)
2094,VAR,VAR (Varian Medical Systems Inc)
2095,VBTX,VBTX (Veritex Holdings Inc)
2096,VC,VC (Visteon Corp)
2097,VCRA,VCRA (Vocera Communications Inc)
2098,VCTR,VCTR (Victory Capital Holdings Inc)
2099,VEEV,VEEV (Veeva Systems Inc)
2100,VER,VER (Vereit Inc)
2101,VFC,VFC (VF Corp)
2102,VG,VG (Vonage Holdings Corp)
2103,VGR,VGR (Vector Group Ltd)
2104,VHI,VHI (Valhi Inc)
2105,VIA,VIA (Viacom Inc)
2106,VIAV,VIAV (Viavi Solutions Inc)
2107,VICR,VICR (Vicor Corp)
2108,VIRT,VIRT (Virtu Financial Inc)
2109,VIVO,VIVO (Meridian Bioscience Inc)
2110,VKTX,VKTX (Viking Therapeutics Inc)
2111,VLO,VLO (Valero Energy Corp)
2112,VLY,VLY (Valley National Bancorp)
2113,VMC,VMC (Vulcan Materials Co)
2114,VMI,VMI (Valmont Industries Inc)
2115,VMW,VMW (VMware Inc)
2116,VNDA,VNDA (Vanda Pharmaceuticals Inc)
2117,VNO,VNO (Vornado Realty Trust)
2118,VNOM,VNOM (Viper Energy Partners LP)
2119,VNTR,VNTR (Venator Materials PLC)
2120,VOYA,VOYA (Voya Financial Inc)
2121,VRAY,VRAY (Viewray Inc)
2122,VREX,VREX (Varex Imaging Corp)
2123,VRNS,VRNS (Varonis Systems Inc)
2124,VRNT,VRNT (Verint Systems Inc)
2125,VRS,VRS (Verso Corp)
2126,VRSK,VRSK (Verisk Analytics Inc)
2127,VRSN,VRSN (Verisign Inc)
2128,VRTS,VRTS (Virtus Investment Partners Inc)
2129,VRTU,VRTU (Virtusa Corp)
2130,VRTV,VRTV (Veritiv Corp)
2131,VRTX,VRTX (Vertex Pharmaceuticals Inc)
2132,VSAT,VSAT (ViaSat Inc)
2133,VSH,VSH (Vishay Intertechnology Inc)
2134,VSLR,VSLR (Vivint Solar Inc)
2135,VSM,VSM (Versum Materials Inc)
2136,VST,VST (Vistra Energy Corp)
2137,VSTO,VSTO (Vista Outdoor Inc)
2138,VTR,VTR (Ventas Inc)
2139,VVI,VVI (Viad Corp)
2140,VVV,VVV (Valvoline Inc)
2141,VZ,VZ (Verizon Communications Inc)
2142,W,W (Wayfair Inc)
2143,WAB,WAB (Westinghouse Air Brake Technologies Corp)
2144,WABC,WABC (Westamerica Bancorp)
2145,WAFD,WAFD (Washington Federal Inc)
2146,WAGE,WAGE (WageWorks Inc)
2147,WAIR,WAIR (Wesco Aircraft Holdings Inc)
2148,WAL,WAL (Western Alliance Bancorp)
2149,WASH,WASH (Washington Trust Bancorp Inc)
2150,WAT,WAT (Waters Corp)
2151,WBA,WBA (Walgreens Boots Alliance Inc)
2152,WBC,WBC (WABCO Holdings Inc)
2153,WBS,WBS (Webster Financial Corp)
2154,WBT,WBT (Welbilt Inc)
2155,WCC,WCC (Wesco International Inc)
2156,WCG,WCG (WellCare Health Plans Inc)
2157,WCN,WCN (Waste Connections Inc)
2158,WD,WD (Walker & Dunlop Inc)
2159,WDAY,WDAY (Workday Inc)
2160,WDC,WDC (Western Digital Corp)
2161,WDFC,WDFC (WD-40 Co)
2162,WDR,WDR (Waddell & Reed Financial Inc)
2163,WEC,WEC (WEC Energy Group Inc)
2164,WELL,WELL (Welltower Inc)
2165,WEN,WEN (Wendys Co)
2166,WERN,WERN (Werner Enterprises Inc)
2167,WETF,WETF (WisdomTree Investments Inc)
2168,WEX,WEX (WEX Inc)
2169,WFC,WFC (Wells Fargo & Co)
2170,WFT,WFT (Weatherford International plc)
2171,WGO,WGO (Winnebago Industries Inc)
2172,WH,WH (Wyndham Hotels & Resorts Inc)
2173,WHD,WHD (Cactus Inc)
2174,WHR,WHR (Whirlpool Corp)
2175,WIFI,WIFI (Boingo Wireless Inc)
2176,WINA,WINA (Winmark Corp)
2177,WING,WING (Wingstop Inc)
2178,WIRE,WIRE (Encore Wire Corp)
2179,WK,WK (Workiva Inc)
2180,WLH,WLH (William Lyon Homes)
2181,WLK,WLK (Westlake Chemical Corp)
2182,WLKP,WLKP (Westlake Chemical Partners LP)
2183,WLL,WLL (Whiting Petroleum Corp)
2184,WLTW,WLTW (Willis Towers Watson PLC)
2185,WM,WM (Waste Management Inc)
2186,WMB,WMB (Williams Companies Inc)
2187,WMK,WMK (Weis Markets Inc)
2188,WMS,WMS (Advanced Drainage Systems Inc)
2189,WMT,WMT (Walmart Inc)
2190,WOR,WOR (Worthington Industries Inc)
2191,WOW,WOW (WideOpenWest Inc)
2192,WP,WP (Worldpay Inc)
2193,WPC,WPC (WP Carey Inc)
2194,WPG,WPG (Washington Prime Group Inc)
2195,WPX,WPX (WPX Energy Inc)
2196,WRB,WRB (W. R. Berkley Corp)
2197,WRE,WRE (Washington Real Estate Investment Trust)
2198,WRI,WRI (Weingarten Realty Investors)
2199,WRK,WRK (Westrock Co)
2200,WRLD,WRLD (World Acceptance Corp)
2201,WSBC,WSBC (WesBanco Inc)
2202,WSC,WSC (Platinum Eagle Acquisition Corp)
2203,WSFS,WSFS (WSFS Financial Corp)
2204,WSM,WSM (Williams-Sonoma Inc)
2205,WSO,WSO (Watsco Inc)
2206,WSR,WSR (Whitestone REIT)
2207,WST,WST (West Pharmaceutical Services Inc)
2208,WTFC,WTFC (Wintrust Financial Corp)
2209,WTI,WTI (W&T Offshore Inc)
2210,WTM,WTM (White Mountains Insurance Group Ltd)
2211,WTR,WTR (Aqua America Inc)
2212,WTS,WTS (Watts Water Technologies Inc)
2213,WTTR,WTTR (Select Energy Services Inc)
2214,WTW,WTW (Weightwatchers International Inc.)
2215,WU,WU (Western Union Co)
2216,WVE,WVE (WAVE Life Sciences Ltd)
2217,WWD,WWD (Woodward Inc)
2218,WWE,WWE (World Wrestling Entertainment Inc)
2219,WWW,WWW (Wolverine World Wide Inc)
2220,WY,WY (Weyerhaeuser Co)
2221,WYND,WYND (Wyndham Worldwide Corp)
2222,WYNN,WYNN (Wynn Resorts Ltd)
2223,X,X (United States Steel Corp)
2224,XEC,XEC (Cimarex Energy Co)
2225,XEL,XEL (Xcel Energy Inc)
2226,XELA,XELA (Exela Technologies Inc)
2227,XENT,XENT (Intersect ENT Inc)
2228,XHR,XHR (Xenia Hotels & Resorts Inc)
2229,XLNX,XLNX (Xilinx Inc)
2230,XLRN,XLRN (Acceleron Pharma Inc)
2231,XNCR,XNCR (Xencor Inc)
2232,XOG,XOG (Extraction Oil & Gas Inc)
2233,XOM,XOM (Exxon Mobil Corp)
2234,XON,XON (Intrexon Corp)
2235,XPER,XPER (Xperi Corp)
2236,XPO,XPO (XPO Logistics Inc)
2237,XRAY,XRAY (Dentsply Sirona Inc)
2238,XRX,XRX (Xerox Corp)
2239,XYL,XYL (Xylem Inc)
2240,Y,Y (Alleghany Corp)
2241,YELP,YELP (Yelp Inc)
2242,YEXT,YEXT (Yext Inc)
2243,YRIV,YRIV (Yangtze River Development Ltd)
2244,YUM,YUM (Yum! Brands Inc)
2245,YUMC,YUMC (Yum China Holdings Inc)
2246,ZAYO,ZAYO (Zayo Group Holdings Inc)
2247,ZBH,ZBH (Zimmer Biomet Holdings Inc)
2248,ZBRA,ZBRA (Zebra Technologies Corp)
2249,ZEN,ZEN (Zendesk Inc)
2250,ZG,ZG (Zillow Group Inc)
2251,ZGNX,ZGNX (Zogenix Inc)
2252,ZION,ZION (Zions Bancorp)
2253,ZNGA,ZNGA (Zynga Inc)
2254,ZTS,ZTS (Zoetis Inc)
2255,ZUMZ,ZUMZ (Zumiez Inc)
2256,ZUO,ZUO (Zuora Inc)
2257,ELAN,ELAN (Elanco Animal Health Inc)
2258,GOOG,GOOG (Alphabet Inc)
2259,NBEV,NBEV (New Age Beverages Corp)
2260,BRK.B,BRK.B (Berkshire Hathaway Inc)
2261,UAA,UAA (Under Armour Inc)
2262,Z,Z (Zillow Group Inc)
2263,FOXA,FOXA (Twenty-First Century Fox Inc)
2264,PYX,PYX (Alliance One International Inc)
2265,AAOI,AAOI (Applied Optoelectronics Inc)
2266,RIOT,RIOT (Riot Blockchain Inc)
2267,FTR,FTR (Frontier Communications Corp)
2268,WATT,WATT (Energous Corp)
2269,HEAR,HEAR (Turtle Beach Corp)
2270,AMRS,AMRS (Amyris Inc)
2271,KNDI,KNDI (Kandi Technologies Group Inc)
2272,ARLO,ARLO (Arlo Technologies Inc)
2273,CYH,CYH (Community Health Systems Inc)
2274,MNKD,MNKD (MannKind Corp)
2275,VIAB,VIAB (Viacom Inc)
2276,SONO,SONO (Sonos Inc)
2277,PLUG,PLUG (Plug Power Inc)
2278,LCI,LCI (Lannett Company Inc)
2279,DBD,DBD (Diebold Nixdorf Inc)
2280,CRMD,CRMD (CorMedix Inc)
2281,CRBP,CRBP (Corbus Pharmaceuticals Holdings Inc)
2282,ZIOP,ZIOP (ZIOPHARM Oncology Inc)
2283,PTI,PTI (Proteostasis Therapeutics Inc)
2284,ENPH,ENPH (Enphase Energy Inc)
2285,GWPH,GWPH (GW Pharmaceuticals PLC)
2286,ACRX,ACRX (AcelRx Pharmaceuticals Inc)
2287,AVEO,AVEO (Aveo Pharmaceuticals Inc)
2288,QHC,QHC (Quorum Health Corp)
2289,GNC,GNC (GNC Holdings Inc)
2290,MPO,MPO (Midstates Petroleum Company Inc)
2291,APRN,APRN (Blue Apron Holdings Inc)
2292,VHC,VHC (VirnetX Holding Corp)
2293,GERN,GERN (Geron Corp)
2294,USAT,USAT (USA Technologies Inc)
2295,TGTX,TGTX (TG Therapeutics Inc)
2296,DAKT,DAKT (Daktronics Inc)
2297,MXWL,MXWL (Maxwell Technologies Inc)
2298,LOCO,LOCO (El Pollo Loco Holdings Inc)
2299,DFRG,DFRG (Del Frisco's Restaurant Group Inc)
2300,GOGO,GOGO (Gogo Inc)
2301,MEET,MEET (Meet Group Inc)
2302,ARQL,ARQL (ArQule Inc)
2303,FWONK,FWONK (Liberty Media Corp)
2304,CNAT,CNAT (Conatus Pharmaceuticals Inc)
2305,SKT,SKT (Tanger Factory Outlet Centers Inc)
2306,XXII,XXII (22nd Century Group Inc)
2307,NIHD,NIHD (NII Holdings Inc)
2308,CHUY,CHUY (Chuy's Holdings Inc)
2309,ZYNE,ZYNE (Zynerba Pharmaceuticals Inc)
2310,SESN,SESN (Eleven Biotherapeutics Inc)
2311,VSI,VSI (Vitamin Shoppe Inc)
2312,CWEN,CWEN (NRG Yield Inc)
2313,IPI,IPI (Intrepid Potash Inc)
2314,BRS,BRS (Bristow Group Inc)
2315,LL,LL (Lumber Liquidators Holdings Inc)
2316,YRCW,YRCW (YRC Worldwide Inc)
2317,AGEN,AGEN (Agenus Inc)
2318,PDFS,PDFS (PDF Solutions Inc)
2319,BLNK,BLNK (Blink Charging Co)
2320,INSG,INSG (Inseego Corp)
2321,LEAF,LEAF (Leaf Group Ltd)
2322,AKCA,AKCA (Akcea Therapeutics Inc)
2323,ENT,ENT (Global Eagle Entertainment Inc)
2324,PIR,PIR (Pier 1 Imports Inc)
2325,CLMT,CLMT (Calumet Specialty Products Partners LP)
2326,MAXR,MAXR (Maxar Technologies Ltd)
2327,GTN,GTN (Gray Television Inc)
2328,QRTEA,QRTEA (Liberty Interactive Corp)
2329,UCTT,UCTT (Ultra Clean Holdings Inc)
2330,MX,MX (MagnaChip Semiconductor Corp)
2331,AVLR,AVLR (Avalara Inc)
2332,KODK,KODK (Eastman Kodak Co)
2333,PTE,PTE (Polarityte Inc)
2334,NPTN,NPTN (NeoPhotonics Corp)
2335,TRVN,TRVN (Trevena Inc)
2336,ALT,ALT (Altimmune Inc)
2337,SENS,SENS (Senseonics Holdings Inc)
2338,FCEL,FCEL (FuelCell Energy Inc)
2339,PI,PI (Impinj Inc)
2340,AQMS,AQMS (Aqua Metals Inc)
2341,BDSI,BDSI (BioDelivery Sciences International Inc)
2342,SWCH,SWCH (Switch Inc)
2343,ARAY,ARAY (Accuray Inc)
2344,RST,RST (Rosetta Stone Inc)
2345,PXLW,PXLW (Pixelworks Inc)
2346,TWI,TWI (Titan International Inc)
2347,CALX,CALX (Calix Inc)
2348,FTD,FTD (FTD Companies Inc)
2349,HABT,HABT (Habit Restaurants Inc)
2350,CAI,CAI (CAI International Inc)
2351,AMRX,AMRX (Amneal Pharmaceuticals Inc)
2352,NLS,NLS (Nautilus Inc)
2353,BZH,BZH (Beazer Homes USA Inc)
2354,RRGB,RRGB (Red Robin Gourmet Burgers Inc)
2355,UEC,UEC (Uranium Energy Corp)
2356,QTNT,QTNT (Quotient Ltd)
2357,IMMR,IMMR (Immersion Corp)
2358,OCN,OCN (Ocwen Financial Corp)
2359,DISCK,DISCK (Discovery Inc)
2360,UEPS,UEPS (Net 1 UEPS Technologies Inc)
2361,MFIN,MFIN (Medallion Financial Corp)
2362,VSTM,VSTM (Verastem Inc)
2363,ATEN,ATEN (A10 Networks Inc)
2364,RUBI,RUBI (Rubicon Project Inc)
2365,VUZI,VUZI (Vuzix Corp)
2366,DRV,DRV (Debt Resolve Inc)
2367,CLDX,CLDX (Celldex Therapeutics Inc)
2368,FTK,FTK (Flotek Industries Inc)
2369,SREV,SREV (ServiceSource International Inc)
2370,TTOO,TTOO (T2 Biosystems Inc)
2371,PEIX,PEIX (Pacific Ethanol Inc)
2372,ADMP,ADMP (Adamis Pharmaceuticals Corp)
2373,APPS,APPS (Digital Turbine Inc)
2374,VCEL,VCEL (Vericel Corp)
2375,TLRA,TLRA (Telaria Inc)
2376,IVC,IVC (Invacare Corp)
2377,EB,"EB (Eventbrite, Inc.)"
2378,AMSC,AMSC (American Superconductor Corp)
2379,RRD,RRD (RR Donnelley & Sons Co)
2380,LE,LE (Lands End Inc)
2381,XONE,XONE (ExOne Co)
